"","Id","gene","SY5Y_exp1_D0","SY5Y_exp1_D2","SY5Y_exp1_D4","SY5Y_exp2_D0","SY5Y_exp2_D4","SY5Y_exp2_D8"
"chr5_78936674_78964851_+","chr5_78936674_78964851","PAPD4",0.0406781933480089,0,0,0.033979442233572,0,0
"chr8_67986478_67988816_+","chr8_67986478_67988816","CSPP1",0.0610172900220134,0,0,0,0,0
"chr3_197541779_197547301_+","chr3_197541779_197547301","LRCH3",0.0610172900220134,0,0.117733652617581,0,0,0
"chr6_13228048_13230425_+","chr6_13228048_13230425","PHACTR1",0.0610172900220134,0,0.0470934610470322,0,0,0
"chr2_20974570_20990158_-","chr2_20974570_20990158","C2orf43",0,0.0733806720201944,0,0,0,0
"chr1_211952260_211966532_-","chr1_211952260_211966532","LPGAT1",0.101695483370022,0.0733806720201944,0.0706401915705483,0,0,0
"chr17_18768782_18769265_+","chr17_18768782_18769265","PRPSAP2",0.0610172900220134,0,0,0.033979442233572,0,0
"chr1_107866904_107867544_+","chr1_107866904_107867544","NTNG1",0,0.0489204480134629,0,0,0,0
"chr14_73614503_73664837_+","chr14_73614503_73664837","PSEN1",0.0406781933480089,0,0,0,0,0
"chr11_77396150_77404656_-","chr11_77396150_77404656","RSF1",0,0,0,0.033979442233572,0,0
"chr14_31596991_31602881_-","chr14_31596991_31602881","HECTD1",0.101695483370022,0.146761344040389,0,0,0,0
"chr20_30904021_30904677_+","chr20_30904021_30904677","KIF3B",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr10_65140078_65164725_-","chr10_65140078_65164725","JMJD1C",0,0,0.0470934610470322,0,0,0
"chr1_58971732_59004982_-","chr1_58971732_59004982","OMA1",0,0,0.0470934610470322,0.033979442233572,0,0
"chr8_131172110_131193126_-","chr8_131172110_131193126","ASAP1",0,0,0,0.0509691633503581,0.0401811543233978,0
"chr3_52238709_52240767_+","chr3_52238709_52240767","ALAS1",0.0610172900220134,0,0,0,0,0
"chr1_235643370_235658138_-","chr1_235643370_235658138","B3GALNT2",0.0406781933480089,0,0,0,0,0
"chr12_102433646_102439897_-","chr12_102433646_102439897","CCDC53",0,0.0489204480134629,0,0,0,0
"chr10_32759992_32762951_+","chr10_32759992_32762951","CCDC7",0.0813563866960179,0.0489204480134629,0,0,0,0
"chr2_9458653_9468040_+","chr2_9458653_9468040","ASAP2",0.0406781933480089,0.0489204480134629,0.0470934610470322,0,0,0
"chr21_34066538_34067592_-","chr21_34066538_34067592","SYNJ1",0,0.0733806720201944,0,0,0,0
"chr10_70545893_70546449_+","chr10_70545893_70546449","CCAR1",0,0.0733806720201944,0,0,0,0
"chrX_138897037_138908982_-","chrX_138897037_138908982","ATP11C",0.0406781933480089,0,0,0,0,0
"chr2_122260743_122287901_-","chr2_122260743_122287901","CLASP1",0.0406781933480089,0.195681792053852,0.0941869220940644,0.0679588844671441,0,0
"chr12_88898936_88939642_-","chr12_88898936_88939642","KITLG",0,0.0489204480134629,0,0,0,0
"chr3_170906491_170912424_-","chr3_170906491_170912424","TNIK",0.0813563866960179,0.0489204480134629,0,0.033979442233572,0,0
"chr1_151630711_151641111_+","chr1_151630711_151641111","SNX27",0.0610172900220134,0,0,0,0.0401811543233978,0
"chr14_102506573_102507010_+","chr14_102506573_102507010","DYNC1H1",0.18305187006604,0.17122156804712,0.0941869220940644,0,0,0
"chr1_21599192_21616649_-","chr1_21599192_21616649","ECE1",0,0.0489204480134629,0,0,0,0
"chr2_206992521_206994966_-","chr2_206992521_206994966","NDUFS1",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr17_76075476_76083174_+","chr17_76075476_76083174","TNRC6C",0,0.0733806720201944,0,0,0,0
"chr1_11133991_11137005_-","chr1_11133991_11137005","EXOSC10",0.0406781933480089,0,0,0,0,0
"chr3_8977555_8990254_-","chr3_8977555_8990254","RAD18",0,0,0.0470934610470322,0,0,0
"chr12_111990084_111993723_-","chr12_111990084_111993723","ATXN2",0.0813563866960179,0.269062464074046,0.117733652617581,0.0509691633503581,0.0602717314850967,0
"chr2_160229556_160231264_-","chr2_160229556_160231264","BAZ2B",0,0,0,0,0.0401811543233978,0
"chr1_208383625_208391347_-","chr1_208383625_208391347","PLXNA2",0.0406781933480089,0.122301120033657,0.0470934610470322,0,0,0
"chr13_96375496_96377506_+","chr13_96375496_96377506","DNAJC3",0.142373676718031,0.122301120033657,0.0706401915705483,0,0.0803623086467956,0
"chr10_5838726_5842668_-","chr10_5838726_5842668","GDI2",0.0610172900220134,0,0,0,0,0
"chr2_135010666_135028121_+","chr2_135010666_135028121","MGAT5",0,0.122301120033657,0,0,0,0
"chr11_130130751_130131824_-","chr11_130130751_130131824","ZBTB44",0.284747353436063,0.440284032121166,0.211920574711645,0.0849486055839301,0.0602717314850967,0
"chr18_76856476_76886375_+","chr18_76856476_76886375","ATP9B",0,0,0.0470934610470322,0,0.0401811543233978,0
"chr6_17665470_17669259_-","chr6_17665470_17669259","NUP153",0,0,0.0470934610470322,0,0,0
"chr7_140034434_140037149_-","chr7_140034434_140037149","SLC37A3",0.0406781933480089,0,0,0,0,0
"chr17_58538024_58539422_-","chr17_58538024_58539422","APPBP2",0.0406781933480089,0,0,0,0,0
"chr18_46858234_46906128_-","chr18_46858234_46906128","DYM",0.0406781933480089,0.0978408960269258,0.0941869220940644,0.033979442233572,0,0
"chr16_71779047_71779517_-","chr16_71779047_71779517","AP1G1",0.0406781933480089,0,0,0,0,0
"chr5_59934577_59943360_-","chr5_59934577_59943360","DEPDC1B",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr10_114286846_114298089_+","chr10_114286846_114298089","VTI1A",0,0.0489204480134629,0,0.033979442233572,0,0
"chr4_88116476_88116842_-","chr4_88116476_88116842","KLHL8",0,0.0489204480134629,0,0.033979442233572,0.0602717314850967,0
"chr13_98865474_98865667_+","chr13_98865474_98865667","FARP1",0.0406781933480089,0,0,0,0,0
"chr18_39595440_39609405_+","chr18_39595440_39609405","PIK3C3",0,0.0489204480134629,0,0,0,0
"chr8_67383665_67386173_+","chr8_67383665_67386173","TCONS_00014744",0.0610172900220134,0,0,0,0,0
"chr1_45223228_45223812_+","chr1_45223228_45223812","KIF2C",0.0813563866960179,0.17122156804712,0.0706401915705483,0,0,0
"chr14_73614503_73640415_+","chr14_73614503_73640415","PSEN1",0,0.0489204480134629,0.0470934610470322,0,0,0
"chr7_64004085_64004810_-","chr7_64004085_64004810","ZNF680",0.0610172900220134,0,0,0,0,0
"chr1_78267016_78280916_+","chr1_78267016_78280916","FAM73A",0.0610172900220134,0.0489204480134629,0,0,0,0
"chr8_90736857_90737869_-","chr8_90736857_90737869","RP11-37B2.1",0,0,0.0470934610470322,0,0,0
"chr17_58700882_58711338_+","chr17_58700882_58711338","PPM1D",0.0406781933480089,0,0,0,0,0
"chr12_111947353_111948386_-","chr12_111947353_111948386","ATXN2",0,0.0978408960269258,0,0,0,0
"chr5_133534777_133541822_-","chr5_133534777_133541822","PPP2CA",0.0406781933480089,0.0733806720201944,0,0,0,0
"chr17_49118862_49133843_-","chr17_49118862_49133843","SPAG9",0,0.0489204480134629,0,0,0,0
"chr2_61710092_61717911_-","chr2_61710092_61717911","XPO1",0,0.0733806720201944,0.0941869220940644,0,0.0803623086467956,0
"chr2_210968828_211019335_-","chr2_210968828_211019335","C2orf67",0.0610172900220134,0.0489204480134629,0.0470934610470322,0,0,0
"chr5_132400672_132412590_+","chr5_132400672_132412590","HSPA4",0.122034580044027,0,0,0,0,0
"chr3_63884075_63938159_+","chr3_63884075_63938159","ATXN7",0,0,0.0470934610470322,0.033979442233572,0,0
"chr2_174819601_174820960_-","chr2_174819601_174820960","SP3",0.0813563866960179,0.0978408960269258,0,0,0,0
"chr9_140611078_140646860_+","chr9_140611078_140646860","EHMT1",0,0.0489204480134629,0,0,0.0401811543233978,0
"chr2_75745182_75753325_-","chr2_75745182_75753325","EVA1A",0.0610172900220134,0,0,0,0,0
"chr9_14639894_14674383_-","chr9_14639894_14674383","ZDHHC21",0,0,0,0,0.0401811543233978,0
"chr21_34787195_34805178_+","chr21_34787195_34805178","IFNGR2",0,0.0489204480134629,0,0,0,0
"chr8_124243540_124251384_-","chr8_124243540_124251384","ZHX1-C8ORF76",0,0.0978408960269258,0.0470934610470322,0,0,0
"chr10_5836848_5842668_-","chr10_5836848_5842668","GDI2",0,0.0733806720201944,0,0.0849486055839301,0,0
"chr4_47877144_47888016_-","chr4_47877144_47888016","NFXL1",0.0406781933480089,0,0,0,0,0
"chr10_128768966_128798571_+","chr10_128768966_128798571","DOCK1",0.0610172900220134,0.122301120033657,0,0,0.0401811543233978,0
"chr13_20425495_20426330_-","chr13_20425495_20426330","ZMYM5",0,0,0,0,0.0401811543233978,0
"chr9_131271155_131277918_+","chr9_131271155_131277918","GLE1",0,0.0489204480134629,0.0706401915705483,0,0,0
"chr10_70547684_70548085_+","chr10_70547684_70548085","CCAR1",0,0.0978408960269258,0,0,0,0
"chr4_40936473_40947090_-","chr4_40936473_40947090","APBB2",0.0406781933480089,0,0,0,0,0
"chr4_1902353_1932497_+","chr4_1902353_1932497","WHSC1",0.0813563866960179,0.0489204480134629,0,0.0509691633503581,0,0
"chr7_73510952_73511519_+","chr7_73510952_73511519","LIMK1",0,0,0.0470934610470322,0,0.0401811543233978,0
"chr1_246599247_246603426_-","chr1_246599247_246603426","SMYD3",0,0.0489204480134629,0,0,0,0
"chr5_72157635_72161556_+","chr5_72157635_72161556","TNPO1",0,0,0.117733652617581,0,0,0
"chr9_35546427_35548532_+","chr9_35546427_35548532","RUSC2",0.0406781933480089,0,0,0,0,0
"chr7_39726230_39736458_+","chr7_39726230_39736458","RALA",0.0406781933480089,0,0,0,0,0
"chr5_170610203_170632616_+","chr5_170610203_170632616","RANBP17",0.0813563866960179,0,0,0,0,0
"chr7_80418622_80435074_-","chr7_80418622_80435074","SEMA3C",0.0610172900220134,0,0,0,0,0
"chr14_71867511_71884913_+","chr14_71867511_71884913",NA,0.0406781933480089,0,0,0,0,0
"chrX_53672263_53707139_-","chrX_53672263_53707139","HUWE1",0.0406781933480089,0,0,0,0,0
"chr6_42571326_42580029_+","chr6_42571326_42580029","UBR2",0,0.0489204480134629,0,0,0,0
"chr11_117150624_117150975_+","chr11_117150624_117150975","RNF214",0.0610172900220134,0,0,0,0,0
"chr7_91924203_91981956_+","chr7_91924203_91981956","ANKIB1",0.0406781933480089,0.0489204480134629,0,0.033979442233572,0,0
"chr16_68893787_68914533_+","chr16_68893787_68914533","TMCO7",0.0406781933480089,0,0,0,0,0
"chr8_41905896_41907225_-","chr8_41905896_41907225","KAT6A",0,0.0489204480134629,0,0,0,0
"chr7_73770740_73771807_+","chr7_73770740_73771807","CLIP2",0.0610172900220134,0.0489204480134629,0.0470934610470322,0,0,0
"chr16_89824985_89828430_-","chr16_89824985_89828430","FANCA",0,0.0489204480134629,0,0,0,0
"chr4_103225474_103236987_-","chr4_103225474_103236987","SLC39A8",0.122034580044027,0,0,0,0,0
"chr17_49340635_49346265_+","chr17_49340635_49346265","UTP18",0.101695483370022,0,0.0470934610470322,0,0,0
"chr21_47734630_47735461_-","chr21_47734630_47735461","C21orf58",0.0406781933480089,0,0,0,0,0
"chr2_32339707_32341281_+","chr2_32339707_32341281","SPAST",0,0.0978408960269258,0.0470934610470322,0,0,0
"chr20_62407031_62422143_-","chr20_62407031_62422143","ZBTB46",0.0406781933480089,0,0,0,0,0
"chr17_57076742_57094785_-","chr17_57076742_57094785","TRIM37",0,0.0489204480134629,0,0,0,0
"chr15_28491027_28493882_-","chr15_28491027_28493882","HERC2",0,0,0,0,0.0602717314850967,0
"chrX_64295354_64333693_+","chrX_64295354_64333693","TCONS_00017187",0.0406781933480089,0,0,0,0,0
"chr2_122514816_122519100_+","chr2_122514816_122519100","TSN",0,0.0733806720201944,0,0.033979442233572,0,0
"chr10_123661906_123683844_-","chr10_123661906_123683844","ATE1",0,0.0489204480134629,0,0,0,0
"chr17_45740455_45745776_+","chr17_45740455_45745776","KPNB1",0.0813563866960179,0,0.0941869220940644,0,0.0401811543233978,0
"chr2_69585461_69590802_-","chr2_69585461_69590802","GFPT1",0,0.0489204480134629,0,0,0,0
"chr12_12788711_12788908_+","chr12_12788711_12788908","CREBL2",0,0,0.0470934610470322,0,0,0
"chr17_19213198_19232960_+","chr17_19213198_19232960","EPN2",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr9_127670656_127674305_-","chr9_127670656_127674305","GOLGA1",0,0,0.117733652617581,0,0,0
"chr8_17847368_17851128_+","chr8_17847368_17851128","PCM1",0,0,0.117733652617581,0,0,0
"chr15_44048847_44055404_+","chr15_44048847_44055404","PDIA3",0.0610172900220134,0,0,0,0,0
"chr3_27453133_27465643_-","chr3_27453133_27465643","SLC4A7",0.0406781933480089,0.0978408960269258,0,0,0.0602717314850967,0
"chr21_47768926_47769734_+","chr21_47768926_47769734","PCNT",0,0.0489204480134629,0,0,0,0
"chr8_141840571_141874498_-","chr8_141840571_141874498","PTK2",0.0406781933480089,0,0,0,0,0
"chr17_63739186_63746842_-","chr17_63739186_63746842","CEP112",0,0.0733806720201944,0,0,0,0
"chr3_44871463_44881948_+","chr3_44871463_44881948","KIF15",0.0610172900220134,0,0,0,0,0
"chr2_38536521_38546161_-","chr2_38536521_38546161","ATL2",0,0.0489204480134629,0,0,0,0
"chr1_220386229_220387321_-","chr1_220386229_220387321","RAB3GAP2",0.0813563866960179,0,0,0,0,0
"chr9_115336337_115337531_+","chr9_115336337_115337531","KIAA1958",0.101695483370022,0.122301120033657,0.0941869220940644,0,0.0401811543233978,0
"chr12_69983265_69987393_+","chr12_69983265_69987393","CCT2",0.0610172900220134,0.0489204480134629,0.0706401915705483,0,0,0
"chr6_7303783_7310262_-","chr6_7303783_7310262","SSR1",0.0406781933480089,0,0,0,0,0
"chr22_30374431_30387659_+","chr22_30374431_30387659","MTMR3",0.0406781933480089,0,0,0,0,0
"chr5_176963359_176966148_-","chr5_176963359_176966148","FAM193B",0,0.146761344040389,0.0470934610470322,0,0,0
"chr7_141336760_141349133_+","chr7_141336760_141349133","AGK",0.0406781933480089,0,0,0,0,0
"chr20_21321359_21327188_+","chr20_21321359_21327188","XRN2",0,0,0.0470934610470322,0,0,0
"chr6_158850768_158873300_+","chr6_158850768_158873300","TULP4",0.0406781933480089,0,0,0,0,0
"chr20_50255882_50307358_-","chr20_50255882_50307358","ATP9A",0,0,0,0,0.0401811543233978,0
"chr7_103828699_103844682_-","chr7_103828699_103844682","ORC5",0.0813563866960179,0.0489204480134629,0,0,0,0
"chr6_158317859_158331057_+","chr6_158317859_158331057","SNX9",0.0406781933480089,0,0,0,0,0
"chr15_101104897_101105470_-","chr15_101104897_101105470",NA,0.122034580044027,0.0978408960269258,0.0706401915705483,0,0.0401811543233978,0
"chr7_138579088_138597206_-","chr7_138579088_138597206","KIAA1549",0.0813563866960179,0.0489204480134629,0.0470934610470322,0,0,0
"chr10_86177527_86198463_+","chr10_86177527_86198463","FAM190B",0,0.0489204480134629,0,0,0,0
"chr16_84773915_84779279_+","chr16_84773915_84779279","USP10",0.142373676718031,0.0978408960269258,0,0,0,0
"chr14_66028055_66028484_+","chr14_66028055_66028484","FUT8",0.0813563866960179,0.146761344040389,0.0470934610470322,0.0509691633503581,0,0
"chr5_108281831_108295048_+","chr5_108281831_108295048","FER",0,0,0.0470934610470322,0,0,0
"chr3_196533450_196534785_+","chr3_196533450_196534785","PAK2",0.0610172900220134,0.0733806720201944,0,0,0,0
"chr21_27423316_27425664_-","chr21_27423316_27425664","APP",0.0610172900220134,0,0,0,0,0
"chr1_161748034_161753886_+","chr1_161748034_161753886","ATF6",0,0.0489204480134629,0,0,0.0401811543233978,0
"chr14_91947920_91952074_-","chr14_91947920_91952074","SMEK1",0.0813563866960179,0,0.141280383141097,0,0,0
"chr14_64065474_64066691_-","chr14_64065474_64066691","WDR89",0.101695483370022,0,0.0941869220940644,0,0,0
"chr22_46085592_46114373_+","chr22_46085592_46114373","ATXN10",0.0610172900220134,0,0.0470934610470322,0,0,0
"chr5_14741936_14758707_-","chr5_14741936_14758707","ANKH",0,0.0733806720201944,0,0,0,0
"chr2_201283973_201284219_+","chr2_201283973_201284219","SPATS2L",0,0,0,0,0.0401811543233978,0
"chr10_12123471_12133683_+","chr10_12123471_12133683","DHTKD1",0.223730063414049,0.0733806720201944,0,0,0,0
"chr3_66286968_66313803_+","chr3_66286968_66313803","SLC25A26",0.0406781933480089,0,0,0,0,0
"chr22_25771780_25777545_-","chr22_25771780_25777545","LRP5L",0.0610172900220134,0,0,0,0,0
"chr11_46529741_46534363_-","chr11_46529741_46534363","AMBRA1",0.0406781933480089,0,0,0,0,0
"chr9_74477467_74489999_-","chr9_74477467_74489999","FAM108B1",0,0,0,0.033979442233572,0,0
"chr11_32611093_32617593_+","chr11_32611093_32617593","EIF3M",0.0610172900220134,0.0733806720201944,0,0,0,0
"chr4_139964228_139966543_+","chr4_139964228_139966543","CCRN4L",0.0406781933480089,0,0,0,0,0
"chr1_202742246_202746222_-","chr1_202742246_202746222","KDM5B",0,0,0,0,0.0401811543233978,0
"chr9_33953283_33973235_-","chr9_33953283_33973235","UBAP2",0.0406781933480089,0.0733806720201944,0,0,0,0
"chr13_108175912_108179689_-","chr13_108175912_108179689","FAM155A",0.0406781933480089,0,0.117733652617581,0,0,0
"chr5_134076753_134079742_+","chr5_134076753_134079742","CAMLG",0.101695483370022,0,0,0,0,0
"chr1_46543187_46546422_-","chr1_46543187_46546422","PIK3R3",0,0.0489204480134629,0,0,0,0
"chr14_89041037_89044484_+","chr14_89041037_89044484","ZC3H14",0.0610172900220134,0.0489204480134629,0,0,0,0
"chr15_69728477_69729061_+","chr15_69728477_69729061","KIF23",0,0.0489204480134629,0,0,0,0
"chr8_141749117_141762415_-","chr8_141749117_141762415","PTK2",0.162712773392036,0.17122156804712,0.0941869220940644,0,0.0803623086467956,0
"chr6_42571326_42574389_+","chr6_42571326_42574389","UBR2",0.0610172900220134,0,0,0,0,0
"chr3_101389974_101391057_-","chr3_101389974_101391057","ZBTB11",0.0610172900220134,0,0.0470934610470322,0,0,0
"chr5_134002513_134007576_+","chr5_134002513_134007576","SEC24A",0.0406781933480089,0,0,0,0,0
"chr8_61496767_61504528_+","chr8_61496767_61504528","RAB2A",0,0.0978408960269258,0,0,0,0
"chr4_146767108_146770713_-","chr4_146767108_146770713","ZNF827",0,0.0733806720201944,0.0470934610470322,0,0,0
"chr2_128520636_128528578_-","chr2_128520636_128528578","WDR33",0,0.0489204480134629,0.0470934610470322,0,0,0
"chr4_170458960_170477246_-","chr4_170458960_170477246","NEK1",0,0.0489204480134629,0.0706401915705483,0,0,0
"chr5_138145727_138147991_+","chr5_138145727_138147991","CTNNA1",0.0610172900220134,0,0,0,0,0
"chr11_74521229_74528759_+","chr11_74521229_74528759","RNF169",0.0610172900220134,0,0,0,0,0
"chr8_98817581_98837381_+","chr8_98817581_98837381","LAPTM4B",0.0610172900220134,0.0489204480134629,0,0,0,0
"chr2_203329532_203332412_+","chr2_203329532_203332412","BMPR2",0.305086450110067,0.269062464074046,0.141280383141097,0.0679588844671441,0,0
"chr1_236966728_236969533_+","chr1_236966728_236969533","MTR",0.0406781933480089,0,0,0,0,0
"chr2_25458576_25459874_-","chr2_25458576_25459874","DNMT3A",0,0.0733806720201944,0,0,0,0
"chr1_155408118_155429689_-","chr1_155408118_155429689","ASH1L",0.122034580044027,0.146761344040389,0.117733652617581,0,0,0
"chr9_125042722_125054119_+","chr9_125042722_125054119","MRRF",0,0,0.0470934610470322,0,0,0
"chr19_17387304_17387718_+","chr19_17387304_17387718","BABAM1",0,0.0733806720201944,0,0,0,0
"chr17_47388674_47389404_-","chr17_47388674_47389404","ZNF652",0.0610172900220134,0,0,0,0,0
"chr6_84108086_84117620_-","chr6_84108086_84117620","ME1",0.18305187006604,0.122301120033657,0.0706401915705483,0,0,0
"chr9_128099297_128099870_+","chr9_128099297_128099870","GAPVD1",0.122034580044027,0,0.0470934610470322,0,0,0
"chr2_230723488_230744844_-","chr2_230723488_230744844","TRIP12",0,0,0,0.033979442233572,0,0
"chr18_76953183_76974038_+","chr18_76953183_76974038","ATP9B",0,0,0,0,0.0401811543233978,0
"chr2_32703703_32718734_+","chr2_32703703_32718734","BIRC6",0,0.0733806720201944,0.0706401915705483,0,0,0
"chr9_20819795_20823114_+","chr9_20819795_20823114","FOCAD",0.122034580044027,0.195681792053852,0.0470934610470322,0,0,0
"chr2_168986051_168997268_-","chr2_168986051_168997268","STK39",0,0.0489204480134629,0,0,0,0
"chr20_21346059_21349228_+","chr20_21346059_21349228","XRN2",0.0406781933480089,0.122301120033657,0,0,0,0
"chr11_120916383_120930794_+","chr11_120916383_120930794","TBCEL",0,0.0733806720201944,0.0706401915705483,0.0509691633503581,0,0
"chr8_38677040_38678153_+","chr8_38677040_38678153","TACC1",0.0406781933480089,0,0,0,0,0
"chr20_34446224_34459751_+","chr20_34446224_34459751","PHF20",0,0,0,0,0.0602717314850967,0
"chr7_102106264_102106717_+","chr7_102106264_102106717","LRWD1",0.0610172900220134,0.122301120033657,0,0,0,0
"chr2_203162102_203162629_+","chr2_203162102_203162629","NOP58",0.0610172900220134,0,0,0.033979442233572,0,0
"chr3_31617888_31641951_+","chr3_31617888_31641951","STT3B",0,0.0489204480134629,0.0470934610470322,0,0,0
"chr7_44684926_44687358_+","chr7_44684926_44687358","OGDH",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr6_159004986_159006457_+","chr6_159004986_159006457","TMEM181",0,0.0489204480134629,0.0470934610470322,0,0,0
"chr10_105199503_105200607_+","chr10_105199503_105200607","PDCD11",0.162712773392036,0,0,0,0,0
"chr4_128590191_128609022_+","chr4_128590191_128609022","INTU",0,0.0489204480134629,0,0,0,0
"chr2_197777606_197784874_-","chr2_197777606_197784874","PGAP1",0.0406781933480089,0,0,0,0,0
"chr13_23927924_23945304_-","chr13_23927924_23945304","SACS",0,0.0733806720201944,0,0,0,0
"chr9_33996221_34017187_-","chr9_33996221_34017187","UBAP2",0,0.122301120033657,0.0470934610470322,0,0,0
"chr1_222897434_222898897_+","chr1_222897434_222898897","BROX",0.0406781933480089,0,0.0941869220940644,0,0,0
"chr18_56601665_56621031_+","chr18_56601665_56621031","ZNF532",0,0.122301120033657,0,0,0,0
"chr20_32207323_32211102_+","chr20_32207323_32211102","CBFA2T2",0.122034580044027,0.17122156804712,0.0941869220940644,0,0.120543462970193,0
"chr18_51804073_51813781_+","chr18_51804073_51813781","POLI",0.0406781933480089,0.0733806720201944,0.0941869220940644,0,0,0
"chr17_80141650_80146295_-","chr17_80141650_80146295","CCDC57",0,0.0489204480134629,0,0,0,0
"chr16_70294947_70296427_-","chr16_70294947_70296427","AARS",0,0.0489204480134629,0,0,0,0
"chr13_61013822_61041513_+","chr13_61013822_61041513","TDRD3",0.122034580044027,0.146761344040389,0,0.033979442233572,0,0
"chr19_47919909_47920607_-","chr19_47919909_47920607","MEIS3",0.122034580044027,0,0,0,0,0
"chr4_83375875_83378191_+","chr4_83375875_83378191","ENOPH1",0.0406781933480089,0,0,0.033979442233572,0,0
"chr20_60714131_60716000_-","chr20_60714131_60716000","PSMA7",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr9_115013209_115060196_-","chr9_115013209_115060196","PTBP3",0.0610172900220134,0,0,0,0,0
"chr1_11133991_11134383_-","chr1_11133991_11134383","EXOSC10",0,0,0.0470934610470322,0,0,0
"chr12_121220458_121222396_-","chr12_121220458_121222396","SPPL3",0.0406781933480089,0,0.0470934610470322,0.033979442233572,0,0
"chr21_45499445_45500008_+","chr21_45499445_45500008","TRAPPC10",0,0,0,0.033979442233572,0,0
"chr2_47202112_47206046_+","chr2_47202112_47206046","TTC7A",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr2_215657021_215661841_-","chr2_215657021_215661841","BARD1",0.0406781933480089,0.0489204480134629,0,0,0,0
"chr9_115030329_115060196_-","chr9_115030329_115060196","PTBP3",0.0610172900220134,0.0733806720201944,0.0470934610470322,0,0,0
"chr15_50592986_50601995_-","chr15_50592986_50601995","GABPB1",0.0406781933480089,0.0978408960269258,0,0,0,0
"chr17_34864901_34867294_-","chr17_34864901_34867294","MYO19",0,0.0978408960269258,0,0,0,0
"chr7_156549087_156619438_-","chr7_156549087_156619438","LMBR1",0,0.0978408960269258,0.117733652617581,0,0,0
"chr14_102661275_102664184_+","chr14_102661275_102664184","WDR20",0.0406781933480089,0,0,0,0,0
"chr1_94360170_94367225_-","chr1_94360170_94367225","GCLM",0,0.0489204480134629,0,0,0,0
"chr12_98921664_98931350_+","chr12_98921664_98931350","TMPO",0,0.0489204480134629,0,0,0,0
"chr16_47143394_47165936_-","chr16_47143394_47165936","NETO2",0.0406781933480089,0,0,0,0,0
"chr2_131829428_131840230_-","chr2_131829428_131840230","FAM168B",0,0.0489204480134629,0.0470934610470322,0,0,0
"chr2_128747138_128747440_-","chr2_128747138_128747440","SAP130",0.0406781933480089,0,0,0,0,0
"chr4_83793097_83796975_-","chr4_83793097_83796975","SEC31A",0,0.0489204480134629,0,0,0,0
"chr4_10099335_10105610_-","chr4_10099335_10105610","WDR1",0,0.0489204480134629,0,0.0509691633503581,0,0
"chr1_24840804_24841057_+","chr1_24840804_24841057","RCAN3",0,0,0,0,0.0401811543233978,0
"chr16_17352845_17353355_-","chr16_17352845_17353355","XYLT1",0,0.0489204480134629,0,0.033979442233572,0.100452885808494,0
"chr1_70766447_70781249_-","chr1_70766447_70781249","ANKRD13C",0,0.0489204480134629,0,0,0,0
"chr1_176050288_176105683_-","chr1_176050288_176105683","RFWD2",0,0.0978408960269258,0,0.033979442233572,0,0
"chr6_17661884_17676001_-","chr6_17661884_17676001","NUP153",0.0406781933480089,0,0,0,0,0
"chr1_97235259_97236407_+","chr1_97235259_97236407","PTBP2",0.0813563866960179,0,0,0,0,0
"chr13_30801549_30815223_-","chr13_30801549_30815223","KATNAL1",0,0.0489204480134629,0,0,0,0
"chr3_47702784_47719801_-","chr3_47702784_47719801","SMARCC1",0,0,0.0706401915705483,0,0.0401811543233978,0
"chr1_155644801_155649303_-","chr1_155644801_155649303","YY1AP1",0.0406781933480089,0.0733806720201944,0,0,0.0401811543233978,0
"chr9_113703701_113735838_-","chr9_113703701_113735838","LPAR1",0,0.0489204480134629,0,0,0,0
"chr22_28692186_28693840_-","chr22_28692186_28693840","TTC28",0.0406781933480089,0.0733806720201944,0,0,0,0
"chr15_76584772_76588078_-","chr15_76584772_76588078","ETFA",0.0813563866960179,0.0489204480134629,0,0,0,0
"chr9_33886879_33900269_+","chr9_33886879_33900269","UBE2R2",0.0406781933480089,0.0489204480134629,0,0,0.0401811543233978,0
"chr7_104925456_104937980_-","chr7_104925456_104937980","SRPK2",0,0,0,0.033979442233572,0,0
"chr1_227327277_227335260_-","chr1_227327277_227335260","CDC42BPA",0.0610172900220134,0,0.0706401915705483,0,0,0
"chr12_117365828_117402659_+","chr12_117365828_117402659","FBXW8",0.101695483370022,0.0978408960269258,0,0,0,0
"chr17_73238417_73239651_-","chr17_73238417_73239651","GGA3",0,0,0.0470934610470322,0,0,0
"chr5_135483521_135499080_+","chr5_135483521_135499080","SMAD5",0,0.0489204480134629,0,0,0,0
"chr8_131370263_131414216_-","chr8_131370263_131414216","ASAP1",0.0406781933480089,0,0,0,0,0
"chr1_145594039_145595220_-","chr1_145594039_145595220","POLR3C",0.0610172900220134,0,0,0,0,0
"chr18_45391430_45396935_-","chr18_45391430_45396935","SMAD2",0.122034580044027,0.0489204480134629,0.0470934610470322,0.033979442233572,0,0
"chr5_10213603_10227759_-","chr5_10213603_10227759","FAM173B",0,0.0489204480134629,0,0,0,0
