"","Id","Gene symbol","FBN","H9_ESC"
"chr10_103789395_103799882_-","chr10_103789395_103799882","C10orf76",0.0117184587779893,0
"chr10_103870286_103870458_-","chr10_103870286_103870458","LDB1",0.0117184587779893,0
"chr10_103916776_103917971_+","chr10_103916776_103917971","NOLC1",0.0351553763339678,0.0247835998295235
"chr10_104117796_104119192_+","chr10_104117796_104119192","GBF1",0.0234369175559785,0
"chr10_104117796_104121669_+","chr10_104117796_104121669","GBF1",0.0117184587779893,0
"chr10_104157059_104161275_+","chr10_104157059_104161275","NFKB2",0,0.0123917999147618
"chr10_104225739_104228954_+","chr10_104225739_104228954","TMEM180",0.0117184587779893,0
"chr10_104352339_104359301_+","chr10_104352339_104359301","SUFU",0.0117184587779893,0
"chr10_104445573_104449700_-","chr10_104445573_104449700","ARL3",0.0117184587779893,0
"chr10_104445573_104465246_-","chr10_104445573_104465246","ARL3",0.0234369175559785,0
"chr10_104459130_104465246_-","chr10_104459130_104465246","ARL3",0.0351553763339678,0
"chr10_104491480_104492665_+","chr10_104491480_104492665","SFXN2",0,0.0123917999147618
"chr10_104569650_104569811_+","chr10_104569650_104569811","WBP1L",0.0234369175559785,0
"chr10_104632205_104634418_+","chr10_104632205_104634418","C10orf32-AS3MT",0.0351553763339678,0
"chr10_104636711_104650435_+","chr10_104636711_104650435","C10orf32-AS3MT",0.0234369175559785,0
"chr10_1046617_1053068_+","chr10_1046617_1053068","GTPBP4",0.0117184587779893,0
"chr10_104851321_104854212_-","chr10_104851321_104854212","NT5C2",0.0117184587779893,0
"chr10_105106995_105107207_-","chr10_105106995_105107207","PCGF6",0,0.0123917999147618
"chr10_105106995_105108756_-","chr10_105106995_105108756","PCGF6",0.0351553763339678,0
"chr10_105197772_105198565_+","chr10_105197772_105198565","PDCD11",0.0468738351119571,0.0495671996590471
"chr10_105330629_105344982_+","chr10_105330629_105344982","NEURL",0.0117184587779893,0
"chr10_105371338_105372947_-","chr10_105371338_105372947","SH3PXD2A",0.0117184587779893,0
"chr10_105659820_105670380_-","chr10_105659820_105670380","OBFC1",0.0117184587779893,0
"chr10_105767935_105778666_+","chr10_105767935_105778666","SLK",0.0234369175559785,0.0123917999147618
"chr10_105777918_105778666_+","chr10_105777918_105778666","SLK",0.0234369175559785,0.0123917999147618
"chr10_105891089_105924058_-","chr10_105891089_105924058","WDR96",0.0234369175559785,0
"chr10_108432626_108469099_-","chr10_108432626_108469099","SORCS1",0.0117184587779893,0
"chr10_108437071_108469099_-","chr10_108437071_108469099","SORCS1",0.0117184587779893,0
"chr10_108458972_108469099_-","chr10_108458972_108469099","SORCS1",0.0468738351119571,0
"chr10_108521346_108536450_-","chr10_108521346_108536450","SORCS1",0.0234369175559785,0
"chr10_108521346_108589431_-","chr10_108521346_108589431","SORCS1",0.0117184587779893,0
"chr10_111667449_111674857_-","chr10_111667449_111674857","XPNPEP1",0,0.0123917999147618
"chr10_1118056_1126416_+","chr10_1118056_1126416","WDR37",0,0.0123917999147618
"chr10_1118056_1132297_+","chr10_1118056_1132297","WDR37",0.0351553763339678,0
"chr10_1118056_1142186_+","chr10_1118056_1142186","WDR37",0.0585922938899464,0
"chr10_111860383_111860606_+","chr10_111860383_111860606","ADD3",0.0117184587779893,0
"chr10_111860383_111872673_+","chr10_111860383_111872673","ADD3",0.0234369175559785,0
"chr10_111878345_111886261_+","chr10_111878345_111886261","ADD3",0,0.0123917999147618
"chr10_111883775_111886261_+","chr10_111883775_111886261","ADD3",0.0234369175559785,0
"chr10_111883775_111890244_+","chr10_111883775_111890244","ADD3",0.0234369175559785,0
"chr10_11207449_11259470_+","chr10_11207449_11259470","CELF2",0.0117184587779893,0
"chr10_112349363_112352981_+","chr10_112349363_112352981","SMC3",0.0117184587779893,0
"chr10_112356156_112358048_+","chr10_112356156_112358048","SMC3",0.222650716781796,0
"chr10_112360197_112360304_+","chr10_112360197_112360304","SMC3",0,0.0123917999147618
"chr10_1125951_1126416_+","chr10_1125951_1126416","WDR37",0.0937476702239142,0.0247835998295235
"chr10_112645011_112650428_+","chr10_112645011_112650428","PDCD4",0.0117184587779893,0
"chr10_112723883_112724819_+","chr10_112723883_112724819","SHOC2",0,0.0123917999147618
"chr10_112723883_112745523_+","chr10_112723883_112745523","SHOC2",0.410146057229625,0.0743507994885706
"chr10_1130343_1151207_+","chr10_1130343_1151207","WDR37",0,0.0247835998295235
"chr10_11356102_11371060_+","chr10_11356102_11371060","CELF2",0.0117184587779893,0
"chr10_114286846_114298089_+","chr10_114286846_114298089","VTI1A",0.0585922938899464,0
"chr10_114724315_114799885_+","chr10_114724315_114799885","TCF7L2",0,0.0123917999147618
"chr10_11523769_11527910_-","chr10_11523769_11527910","USP6NL",0.0351553763339678,0
"chr10_11523769_11569566_-","chr10_11523769_11569566","USP6NL",0.0117184587779893,0
"chr10_11523769_11639716_-","chr10_11523769_11639716","USP6NL",0,0.0123917999147618
"chr10_11551594_11569566_-","chr10_11551594_11569566","USP6NL",0.0234369175559785,0
"chr10_11551594_11639716_-","chr10_11551594_11639716","USP6NL",0.0117184587779893,0
"chr10_115636280_115644139_+","chr10_115636280_115644139","NHLRC2",0.0937476702239142,0
"chr10_115639333_115663495_+","chr10_115639333_115663495","NHLRC2",0.0117184587779893,0
"chr10_115657869_115662352_+","chr10_115657869_115662352","NHLRC2",0.0117184587779893,0
"chr10_11567385_11639716_-","chr10_11567385_11639716","USP6NL",0.0117184587779893,0
"chr10_116590611_116596005_+","chr10_116590611_116596005","FAM160B1",0.0117184587779893,0
"chr10_116590611_116608496_+","chr10_116590611_116608496","FAM160B1",0.0234369175559785,0.0123917999147618
"chr10_116730127_116734144_+","chr10_116730127_116734144","TRUB1",0.0234369175559785,0
"chr10_116879949_116889297_+","chr10_116879949_116889297","ATRNL1",1.34762275946877,0.0619589995738088
"chr10_116879949_116919975_+","chr10_116879949_116919975","ATRNL1",0.0234369175559785,0
"chr10_116879949_116925405_+","chr10_116879949_116925405","ATRNL1",0.257806093115764,0.0247835998295235
"chr10_116879949_116931050_+","chr10_116879949_116931050","ATRNL1",1.05466129001903,0.0495671996590471
"chr10_116879949_116975638_+","chr10_116879949_116975638","ATRNL1",0.105466129001903,0.0247835998295235
"chr10_116879949_117001514_+","chr10_116879949_117001514","ATRNL1",0.0468738351119571,0.0123917999147618
"chr10_116879949_117027921_+","chr10_116879949_117027921","ATRNL1",0.0351553763339678,0.0123917999147618
"chr10_116879949_117045907_+","chr10_116879949_117045907","ATRNL1",0.0468738351119571,0
"chr10_116879949_117075246_+","chr10_116879949_117075246","ATRNL1",0.16405842289185,0
"chr10_116879949_117093929_+","chr10_116879949_117093929","ATRNL1",0.281243010671743,0.0123917999147618
"chr10_116879949_117154262_+","chr10_116879949_117154262","ATRNL1",0.152339964113861,0
"chr10_116879949_117185812_+","chr10_116879949_117185812","ATRNL1",0.292961469449732,0.0123917999147618
"chr10_116879949_117228839_+","chr10_116879949_117228839","ATRNL1",0.31639838700571,0
"chr10_116879949_117278834_+","chr10_116879949_117278834","ATRNL1",0.0468738351119571,0
"chr10_116879949_117309046_+","chr10_116879949_117309046","ATRNL1",0.0937476702239142,0
"chr10_116879949_117486865_+","chr10_116879949_117486865","ATRNL1",0.0585922938899464,0
"chr10_116879949_117607502_+","chr10_116879949_117607502","ATRNL1",0.0117184587779893,0
"chr10_116887357_117278834_+","chr10_116887357_117278834","ATRNL1",0.0117184587779893,0
"chr10_116930795_116975638_+","chr10_116930795_116975638","ATRNL1",0.0117184587779893,0
"chr10_116975455_116975638_+","chr10_116975455_116975638","ATRNL1",0.0117184587779893,0.0123917999147618
"chr10_116975455_117001514_+","chr10_116975455_117001514","ATRNL1",0.0117184587779893,0
"chr10_116975455_117059757_+","chr10_116975455_117059757","ATRNL1",0.0117184587779893,0
"chr10_116975455_117075246_+","chr10_116975455_117075246","ATRNL1",0.0468738351119571,0
"chr10_116975455_117093929_+","chr10_116975455_117093929","ATRNL1",0.0117184587779893,0
"chr10_116975455_117185812_+","chr10_116975455_117185812","ATRNL1",0.0234369175559785,0
"chr10_117001360_117001514_+","chr10_117001360_117001514","ATRNL1",0.0117184587779893,0
"chr10_117001360_117061553_+","chr10_117001360_117061553","ATRNL1",0.0117184587779893,0
"chr10_117001360_117185812_+","chr10_117001360_117185812","ATRNL1",0.0117184587779893,0
"chr10_117024670_117154262_+","chr10_117024670_117154262","ATRNL1",0.0117184587779893,0
"chr10_117059544_117075246_+","chr10_117059544_117075246","ATRNL1",0.0117184587779893,0
"chr10_117059544_117486865_+","chr10_117059544_117486865","ATRNL1",0.0117184587779893,0
"chr10_117093792_117154262_+","chr10_117093792_117154262","ATRNL1",0.0234369175559785,0
"chr10_117154169_117228839_+","chr10_117154169_117228839","ATRNL1",0.0234369175559785,0
"chr10_117185760_117228839_+","chr10_117185760_117228839","ATRNL1",0.0703107526679357,0
"chr10_117221451_117228839_+","chr10_117221451_117228839","ATRNL1",0.339835304561689,0
"chr10_117221451_117278834_+","chr10_117221451_117278834","ATRNL1",0.117184587779893,0
"chr10_117221451_117309046_+","chr10_117221451_117309046","ATRNL1",0.0117184587779893,0
"chr10_11789348_11791591_+","chr10_11789348_11791591","ECHDC3",0,0.0123917999147618
"chr10_118615134_118616193_+","chr10_118615134_118616193","ENO4",0.0117184587779893,0
"chr10_118704435_118708508_-","chr10_118704435_118708508","KIAA1598",0,0.0123917999147618
"chr10_11971864_12056183_-","chr10_11971864_12056183","UPF2",0,0.0123917999147618
"chr10_11997231_12006124_-","chr10_11997231_12006124","UPF2",0.0117184587779893,0.0123917999147618
"chr10_12009340_12056183_-","chr10_12009340_12056183","UPF2",0.0234369175559785,0
"chr10_12021056_12056183_-","chr10_12021056_12056183","UPF2",0.0117184587779893,0.0123917999147618
"chr10_12039671_12056183_-","chr10_12039671_12056183","UPF2",0.0585922938899464,0.0247835998295235
"chr10_120445495_120489922_-","chr10_120445495_120489922","CACUL1",0,0.0123917999147618
"chr10_120446110_120454742_-","chr10_120446110_120454742","CACUL1",0.0117184587779893,0
"chr10_120450777_120467099_-","chr10_120450777_120467099","CACUL1",0,0.0123917999147618
"chr10_120460818_120489922_-","chr10_120460818_120489922","CACUL1",0.0351553763339678,0
"chr10_120467004_120489922_-","chr10_120467004_120489922","CACUL1",0.0117184587779893,0
"chr10_120488807_120489922_-","chr10_120488807_120489922","CACUL1",0.0351553763339678,0.0371753997442853
"chr10_12070744_12071523_-","chr10_12070744_12071523","UPF2",0.0117184587779893,0
"chr10_120797750_120797951_-","chr10_120797750_120797951","EIF3A",0.0117184587779893,0
"chr10_120824911_120829166_-","chr10_120824911_120829166","EIF3A",0.0117184587779893,0
"chr10_120824911_120833449_-","chr10_120824911_120833449","EIF3A",0.0117184587779893,0
"chr10_120867460_120877179_+","chr10_120867460_120877179","FAM45B",0.0234369175559785,0
"chr10_12123471_12126750_+","chr10_12123471_12126750","DHTKD1",0.0117184587779893,0.0247835998295235
"chr10_12123471_12131254_+","chr10_12123471_12131254","DHTKD1",0.0117184587779893,0
"chr10_12123471_12133683_+","chr10_12123471_12133683","DHTKD1",0.0468738351119571,0
"chr10_12123471_12136270_+","chr10_12123471_12136270","DHTKD1",0.0585922938899464,0.0371753997442853
"chr10_12123471_12139995_+","chr10_12123471_12139995","DHTKD1",0.0117184587779893,0
"chr10_12123471_12143180_+","chr10_12123471_12143180","DHTKD1",0,0.0247835998295235
"chr10_12123471_12150014_+","chr10_12123471_12150014","DHTKD1",0,0.0123917999147618
"chr10_12123471_12155063_+","chr10_12123471_12155063","DHTKD1",0,0.0123917999147618
"chr10_12123471_12159754_+","chr10_12123471_12159754","DHTKD1",0.0117184587779893,0
"chr10_12123471_12162266_+","chr10_12123471_12162266","DHTKD1",0.0351553763339678,0.0247835998295235
"chr10_121336592_121339522_-","chr10_121336592_121339522","TIAL1",0,0.0123917999147618
"chr10_121338238_121347760_-","chr10_121338238_121347760","TIAL1",0.0234369175559785,0
"chr10_12136072_12162266_+","chr10_12136072_12162266","DHTKD1",0.0234369175559785,0
"chr10_12159672_12162266_+","chr10_12159672_12162266","DHTKD1",0.0351553763339678,0
"chr10_121602766_121609088_-","chr10_121602766_121609088","MCMBP",0.0117184587779893,0
"chr10_121602766_121619396_-","chr10_121602766_121619396","MCMBP",0,0.0123917999147618
"chr10_12160748_12160917_+","chr10_12160748_12160917","DHTKD1",0.0703107526679357,0
"chr10_121657939_121668642_+","chr10_121657939_121668642","SEC23IP",0,0.0123917999147618
"chr10_121663596_121668642_+","chr10_121663596_121668642","SEC23IP",0,0.0123917999147618
"chr10_122618155_122619794_+","chr10_122618155_122619794","WDR11",0.0117184587779893,0
"chr10_123243212_123247627_-","chr10_123243212_123247627","FGFR2",0.0234369175559785,0.0123917999147618
"chr10_123256046_123263455_-","chr10_123256046_123263455","FGFR2",0.0117184587779893,0.0123917999147618
"chr10_123298106_123325218_-","chr10_123298106_123325218","FGFR2",0.0703107526679357,0.0619589995738088
"chr10_123310804_123325218_-","chr10_123310804_123325218","FGFR2",0.0117184587779893,0
"chr10_123549684_123629553_-","chr10_123549684_123629553","ATE1",0,0.0123917999147618
"chr10_123549684_123662135_-","chr10_123549684_123662135","ATE1",0.0117184587779893,0
"chr10_123549684_123673408_-","chr10_123549684_123673408","ATE1",0.0117184587779893,0
"chr10_123549684_123683844_-","chr10_123549684_123683844","ATE1",0.0351553763339678,0.0123917999147618
"chr10_123658356_123683844_-","chr10_123658356_123683844","ATE1",0.0117184587779893,0
"chr10_123661906_123683844_-","chr10_123661906_123683844","ATE1",0.0585922938899464,0
"chr10_123670421_123673408_-","chr10_123670421_123673408","ATE1",0.0117184587779893,0
"chr10_123670421_123683844_-","chr10_123670421_123683844","ATE1",0.0234369175559785,0
"chr10_123673305_123683844_-","chr10_123673305_123683844","ATE1",0.0234369175559785,0
"chr10_123892124_123903221_+","chr10_123892124_123903221","TACC2",0,0.0123917999147618
"chr10_124151819_124159904_+","chr10_124151819_124159904","PLEKHA1",0.0234369175559785,0
"chr10_124799982_124800895_+","chr10_124799982_124800895","ACADSB",0.0117184587779893,0
"chr10_125798031_125806240_-","chr10_125798031_125806240","CHST15",0.0117184587779893,0
"chr10_126097111_126100769_-","chr10_126097111_126100769","OAT",0.0351553763339678,0
"chr10_126176991_126186697_+","chr10_126176991_126186697","LHPP",0.0117184587779893,0
"chr10_126370176_126370948_-","chr10_126370176_126370948","FAM53B",0.281243010671743,0.0495671996590471
"chr10_126370176_126384781_-","chr10_126370176_126384781","FAM53B",0.0585922938899464,0.0123917999147618
"chr10_126384727_126395456_-","chr10_126384727_126395456","FAM53B",0.0117184587779893,0
"chr10_126395205_126395456_-","chr10_126395205_126395456","FAM53B",0,0.0123917999147618
"chr10_126448955_126463351_-","chr10_126448955_126463351","FAM53B",0,0.0123917999147618
"chr10_126448955_126478907_-","chr10_126448955_126478907","FAM53B",0,0.0371753997442853
"chr10_126631026_126631876_+","chr10_126631026_126631876","ZRANB1",0.234369175559786,0.111526199232856
"chr10_126631026_126655350_+","chr10_126631026_126655350","ZRANB1",0,0.0371753997442853
"chr10_126662214_126662967_+","chr10_126662214_126662967","ZRANB1",0.0234369175559785,0.0123917999147618
"chr10_126727566_126799662_-","chr10_126727566_126799662","CTBP2",0.0820292114459249,0.0867425994033324
"chr10_126727566_126822181_-","chr10_126727566_126822181","CTBP2",0.0117184587779893,0.0123917999147618
"chr10_127409773_127414011_+","chr10_127409773_127414011","C10orf137",0.0117184587779893,0
"chr10_127413887_127442414_+","chr10_127413887_127442414","C10orf137",0.0117184587779893,0
"chr10_127555559_127569640_-","chr10_127555559_127569640","DHX32",0,0.0123917999147618
"chr10_128768966_128788867_+","chr10_128768966_128788867","DOCK1",0.0117184587779893,0
"chr10_128768966_128798571_+","chr10_128768966_128798571","DOCK1",0.0468738351119571,0.0247835998295235
"chr10_128768966_128824688_+","chr10_128768966_128824688","DOCK1",0.0117184587779893,0
"chr10_128768966_128841428_+","chr10_128768966_128841428","DOCK1",0,0.0247835998295235
"chr10_128795012_128798571_+","chr10_128795012_128798571","DOCK1",0,0.0123917999147618
"chr10_128795012_128810638_+","chr10_128795012_128810638","DOCK1",0.0117184587779893,0
"chr10_128806996_128824688_+","chr10_128806996_128824688","DOCK1",0,0.0123917999147618
"chr10_128806996_128830584_+","chr10_128806996_128830584","DOCK1",0.0117184587779893,0
"chr10_128850945_128860040_+","chr10_128850945_128860040","DOCK1",0,0.0123917999147618
"chr10_128859932_128908618_+","chr10_128859932_128908618","DOCK1",0,0.0123917999147618
"chr10_128923738_129055693_+","chr10_128923738_129055693","DOCK1",0,0.0123917999147618
"chr10_129046272_129055693_+","chr10_129046272_129055693","DOCK1",0,0.0123917999147618
"chr10_129847794_129861444_+","chr10_129847794_129861444","PTPRE",0.0117184587779893,0
"chr10_129859203_129861444_+","chr10_129859203_129861444","PTPRE",0,0.0123917999147618
"chr10_13115868_13116100_-","chr10_13115868_13116100","CCDC3",0.0117184587779893,0
"chr10_131943475_131967754_+","chr10_131943475_131967754","GLRX3",0.0117184587779893,0
"chr10_131964771_131969900_+","chr10_131964771_131969900","GLRX3",0.0117184587779893,0
"chr10_13214376_13214765_+","chr10_13214376_13214765","MCM10",0.0234369175559785,0.0247835998295235
"chr10_13214376_13217681_+","chr10_13214376_13217681","MCM10",0,0.0123917999147618
"chr10_13233299_13234568_+","chr10_13233299_13234568","MCM10",0.0234369175559785,0.0247835998295235
"chr10_13336428_13337606_-","chr10_13336428_13337606","PHYH",0.0117184587779893,0
"chr10_13375817_13375971_-","chr10_13375817_13375971","SEPHS1",0,0.0123917999147618
"chr10_13375817_13378350_-","chr10_13375817_13378350","SEPHS1",0,0.0123917999147618
"chr10_13375817_13387028_-","chr10_13375817_13387028","SEPHS1",0.0234369175559785,0
"chr10_135170144_135170759_-","chr10_135170144_135170759","FUOM",0,0.0123917999147618
"chr10_13522899_13534876_-","chr10_13522899_13534876","BEND7",0.0117184587779893,0
"chr10_13538766_13542080_-","chr10_13538766_13542080","BEND7",0,0.0123917999147618
"chr10_13701323_13702553_-","chr10_13701323_13702553","FRMD4A",0.0117184587779893,0
"chr10_13705453_13717044_-","chr10_13705453_13717044","FRMD4A",0.0468738351119571,0
"chr10_13735898_13749113_-","chr10_13735898_13749113","FRMD4A",0.0117184587779893,0
"chr10_13779844_13789819_-","chr10_13779844_13789819","FRMD4A",0.0117184587779893,0
"chr10_14572331_14595386_-","chr10_14572331_14595386","FAM107B",0.0117184587779893,0
"chr10_14867478_14870271_-","chr10_14867478_14870271","CDNF",0.0234369175559785,0
"chr10_14893218_14909908_+","chr10_14893218_14909908","HSPA14",0.0117184587779893,0
"chr10_14938845_14939516_+","chr10_14938845_14939516","SUV39H2",0.0703107526679357,0.0247835998295235
"chr10_14938845_14943261_+","chr10_14938845_14943261","SUV39H2",0.0117184587779893,0
"chr10_14961737_14974954_-","chr10_14961737_14974954","DCLRE1C",0,0.0123917999147618
"chr10_14968842_14977563_-","chr10_14968842_14977563","DCLRE1C",0.0117184587779893,0
"chr10_14970015_14977563_-","chr10_14970015_14977563","DCLRE1C",0.0117184587779893,0
"chr10_15317854_15326104_-","chr10_15317854_15326104","FAM171A1",0.0351553763339678,0.0123917999147618
"chr10_15325877_15326104_-","chr10_15325877_15326104","FAM171A1",0.0351553763339678,0
"chr10_15600073_15628663_-","chr10_15600073_15628663","ITGA8",0.0117184587779893,0
"chr10_15838099_15889942_-","chr10_15838099_15889942","FAM188A",0.0117184587779893,0
"chr10_15858834_15889942_-","chr10_15858834_15889942","FAM188A",0.128903046557882,0.0371753997442853
"chr10_15863655_15885271_-","chr10_15863655_15885271","FAM188A",0.0234369175559785,0
"chr10_15863655_15889942_-","chr10_15863655_15889942","FAM188A",0.0351553763339678,0
"chr10_15875629_15885271_-","chr10_15875629_15885271","FAM188A",0.0234369175559785,0
"chr10_15875629_15889942_-","chr10_15875629_15889942","FAM188A",0.0585922938899464,0.0247835998295235
"chr10_16794538_16806509_-","chr10_16794538_16806509","RSU1",0.0117184587779893,0
"chr10_16794538_16824083_-","chr10_16794538_16824083","RSU1",0.0117184587779893,0
"chr10_16870804_17171249_-","chr10_16870804_17171249","CUBN",0.0117184587779893,0
"chr10_17151639_17157596_-","chr10_17151639_17157596","CUBN",0.0117184587779893,0
"chr10_17199440_17210916_-","chr10_17199440_17210916","TRDMT1",0.0117184587779893,0
"chr10_17645559_17646046_-","chr10_17645559_17646046","PTPLA",0.0468738351119571,0.0247835998295235
"chr10_17726674_17750950_+","chr10_17726674_17750950","STAM",0.0117184587779893,0
"chr10_17746430_17747740_+","chr10_17746430_17747740","STAM",0.0703107526679357,0.0495671996590471
"chr10_18787284_18789877_+","chr10_18787284_18789877","CACNB2",0.0351553763339678,0
"chr10_18874878_18905222_-","chr10_18874878_18905222","NSUN6",0,0.0123917999147618
"chr10_18885137_18937574_-","chr10_18885137_18937574","NSUN6",0,0.0247835998295235
"chr10_18898774_18905222_-","chr10_18898774_18905222","NSUN6",0.0117184587779893,0
"chr10_18898774_18937574_-","chr10_18898774_18937574","NSUN6",0.0117184587779893,0
"chr10_20465928_20466338_+","chr10_20465928_20466338","PLXDC2",0,0.0123917999147618
"chr10_21120125_21158770_-","chr10_21120125_21158770","NEBL",0.0117184587779893,0
"chr10_21846550_21906136_+","chr10_21846550_21906136","MLLT10",0.0117184587779893,0
"chr10_21884260_21903853_+","chr10_21884260_21903853","MLLT10",0,0.0123917999147618
"chr10_21901277_21906136_+","chr10_21901277_21906136","MLLT10",0.0117184587779893,0
"chr10_21903760_21940697_+","chr10_21903760_21940697","MLLT10",0.0117184587779893,0.0123917999147618
"chr10_21970261_21971186_+","chr10_21970261_21971186","MLLT10",0.0117184587779893,0
"chr10_22002701_22024164_+","chr10_22002701_22024164","MLLT10",0,0.0123917999147618
"chr10_22019829_22024164_+","chr10_22019829_22024164","MLLT10",0.0117184587779893,0
"chr10_22171211_22209892_-","chr10_22171211_22209892","DNAJC1",0.0703107526679357,0
"chr10_22171211_22218070_-","chr10_22171211_22218070","DNAJC1",0.0117184587779893,0
"chr10_22193451_22209892_-","chr10_22193451_22209892","DNAJC1",0.0585922938899464,0
"chr10_22193451_22218070_-","chr10_22193451_22218070","DNAJC1",0.0351553763339678,0
"chr10_22207708_22209892_-","chr10_22207708_22209892","DNAJC1",0.0117184587779893,0
"chr10_225934_255988_+","chr10_225934_255988","ZMYND11",0.0234369175559785,0.0247835998295235
"chr10_225934_267296_+","chr10_225934_267296","ZMYND11",0.175776881669839,0.0123917999147618
"chr10_225934_295028_+","chr10_225934_295028","ZMYND11",0.0820292114459249,0.0247835998295235
"chr10_22828900_22839701_-","chr10_22828900_22839701","PIP4K2A",0.0117184587779893,0
"chr10_22880558_22898646_-","chr10_22880558_22898646","PIP4K2A",0.0117184587779893,0
"chr10_22896856_22898646_-","chr10_22896856_22898646","PIP4K2A",0.0117184587779893,0.0371753997442853
"chr10_23393073_23408380_+","chr10_23393073_23408380","MSRB2",0.0117184587779893,0
"chr10_24831622_24833410_+","chr10_24831622_24833410","KIAA1217",0,0.0123917999147618
"chr10_24908402_24910298_-","chr10_24908402_24910298","ARHGAP21",0.0117184587779893,0
"chr10_24908402_24924032_-","chr10_24908402_24924032","ARHGAP21",0.0351553763339678,0
"chr10_24918925_24924032_-","chr10_24918925_24924032","ARHGAP21",0.0351553763339678,0
"chr10_25145842_25147338_-","chr10_25145842_25147338","PRTFDC1",0.0117184587779893,0
"chr10_26310432_26315461_+","chr10_26310432_26315461","MYO3A",0.0117184587779893,0
"chr10_26315306_26359330_+","chr10_26315306_26359330","MYO3A",0.0117184587779893,0
"chr10_26377132_26385611_+","chr10_26377132_26385611","MYO3A",0.0234369175559785,0
"chr10_26409605_26465774_+","chr10_26409605_26465774","MYO3A",0.0117184587779893,0
"chr10_26414327_26436488_+","chr10_26414327_26436488","MYO3A",0,0.0123917999147618
"chr10_26994215_26998697_+","chr10_26994215_26998697","PDSS1",0.0351553763339678,0.0123917999147618
"chr10_27040527_27054247_-","chr10_27040527_27054247","ABI1",0.0117184587779893,0
"chr10_27047991_27059274_-","chr10_27047991_27059274","ABI1",0.0117184587779893,0
"chr10_27306431_27311616_-","chr10_27306431_27311616","ANKRD26",0.0117184587779893,0
"chr10_27326115_27337908_-","chr10_27326115_27337908","ANKRD26",0,0.0123917999147618
"chr10_27328894_27332496_-","chr10_27328894_27332496","ANKRD26",0.0117184587779893,0
"chr10_27328894_27350171_-","chr10_27328894_27350171","ANKRD26",0.0117184587779893,0
"chr10_27349274_27350171_-","chr10_27349274_27350171","ANKRD26",0.0937476702239142,0
"chr10_27349274_27368090_-","chr10_27349274_27368090","ANKRD26",0.0117184587779893,0
"chr10_27355416_27368090_-","chr10_27355416_27368090","ANKRD26",0.0117184587779893,0
"chr10_27355416_27375538_-","chr10_27355416_27375538","ANKRD26",0.0117184587779893,0
"chr10_27356086_27375538_-","chr10_27356086_27375538","ANKRD26",0.0117184587779893,0
"chr10_27356086_27382728_-","chr10_27356086_27382728","ANKRD26",0.0117184587779893,0
"chr10_27406505_27410377_-","chr10_27406505_27410377","YME1L1",0.0234369175559785,0
"chr10_27410315_27423910_-","chr10_27410315_27423910","YME1L1",0.0117184587779893,0
"chr10_27411770_27415715_-","chr10_27411770_27415715","YME1L1",0.0117184587779893,0
"chr10_27431316_27434519_-","chr10_27431316_27434519","YME1L1",0.0585922938899464,0.0247835998295235
"chr10_27447478_27454468_+","chr10_27447478_27454468","MASTL",0.0117184587779893,0
"chr10_27453993_27454468_+","chr10_27453993_27454468","MASTL",0.0351553763339678,0.0123917999147618
"chr10_27456031_27460012_+","chr10_27456031_27460012","MASTL",0.0117184587779893,0.0123917999147618
"chr10_27458873_27460012_+","chr10_27458873_27460012","MASTL",0.0234369175559785,0
"chr10_27458873_27462188_+","chr10_27458873_27462188","MASTL",0,0.0247835998295235
"chr10_27458873_27470510_+","chr10_27458873_27470510","MASTL",0,0.0247835998295235
"chr10_27462050_27470510_+","chr10_27462050_27470510","MASTL",0.0234369175559785,0
"chr10_27469882_27470510_+","chr10_27469882_27470510","MASTL",0.0117184587779893,0
"chr10_27821436_27822923_+","chr10_27821436_27822923","RAB18",0.0468738351119571,0.0371753997442853
"chr10_28196592_28233891_-","chr10_28196592_28233891","ARMC4",0,0.0123917999147618
"chr10_28223939_28233891_-","chr10_28223939_28233891","ARMC4",0.0585922938899464,0
"chr10_287961_295028_+","chr10_287961_295028","ZMYND11",0.0117184587779893,0
"chr10_28872328_28879761_+","chr10_28872328_28879761","WAC",0.0117184587779893,0
"chr10_28872328_28884970_+","chr10_28872328_28884970","WAC",0.0703107526679357,0.0123917999147618
"chr10_28899628_28900851_+","chr10_28899628_28900851","WAC",0.0117184587779893,0
"chr10_29946898_29975580_-","chr10_29946898_29975580","SVIL",0.0234369175559785,0
"chr10_31197862_31273355_-","chr10_31197862_31273355","ZNF438",0.0117184587779893,0
"chr10_31661947_31676195_+","chr10_31661947_31676195","ZEB1",0.0703107526679357,0
"chr10_31661947_31750166_+","chr10_31661947_31750166","ZEB1",0.0820292114459249,0
"chr10_31676053_31750166_+","chr10_31676053_31750166","ZEB1",0.0117184587779893,0
"chr10_31749966_31750166_+","chr10_31749966_31750166","ZEB1",0.0820292114459249,0
"chr10_31749966_31791437_+","chr10_31749966_31791437","ZEB1",0.0585922938899464,0
"chr10_31784708_31791437_+","chr10_31784708_31791437","ZEB1",0.0117184587779893,0
"chr10_3201106_3202522_-","chr10_3201106_3202522","PITRM1",0.0117184587779893,0
"chr10_3205917_3209234_-","chr10_3205917_3209234","PITRM1",0,0.0247835998295235
"chr10_32101635_32115313_-","chr10_32101635_32115313","ARHGAP12",0.0117184587779893,0
