"","Id","Gene","SRR5817025_2242-1_Hepa_Day_96","SRR5817026_2242-1_Hepa_Day_102","SRR5817027_2242-1_Hepa_Day_120","SRR5817028_2242-1_Hepa_Day_137","SRR5817029_2242-1_Hepa_Day_172","SRR5817030_2242-1_Hepa_Day_193","SRR5817031_2242-1_Hepa_Day_224","SRR5817032_2242-1_Hepa_Day_295","SRR5817033_2242-1_Hepa_Day_377","SRR5817034_2242-1_Hepa_Day_450","SRR5817035_2242-1_Hepa_Day_495","SRR5817036_8858-1_Hepa_Day_180","SRR5817037_8858-3_Hepa_Day_100","SRR5817038_8858-3_Hepa_Day_130","SRR5817039_8858-1_Thy1_Day_82","SRR5817040_8858-1_Thy1_Day_93","SRR5817041_8858-1_Thy1_Day_100","SRR5817042_8858-1_Thy1_Day_450","SRR5817043_2242-1_Thy1_Day_100","SRR5817044_2242-1_Thy1_Day_160","SRR5817045_2242-1_Thy1_Day_160b","SRR5817046_2242-1_Thy1_Day_250"
"chr1_243727022_244006584_+","chr1_243727022_244006584","not_annotated",0.0425852391469921,0.0691282499091309,0,0,0,0,0,0,0,0,0.0557888972674514,0.128622397952812,0.148753055201813,0,0.0539994212342032,0,0,0.0301490390611855,0.188809826871773,0,0.0921458756442878,0
"chr1_243736228_243898418_+","chr1_243736228_243898418","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921458756442878,0
"chr1_243778398_243859018_+","chr1_243778398_243859018","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944049134358866,0,0.0614305837628585,0
"chr1_243800913_243859018_+","chr1_243800913_243859018","not_annotated",0,0,0,0,0.0666686207980185,0,0,0,0,0.0944413074190163,0,0,0,0,0,0,0,0.0301490390611855,0,0.167643834638133,0.0307152918814293,0
"chr1_244715624_244724447_+","chr1_244715624_244724447","C1orf101",0,0,0,0,0,0,0,0,0,0,0.0278944486337257,0.171496530603749,0,0,0,0,0,0,0,0,0,0
"chr1_244723970_244736074_-","chr1_244723970_244736074","not_annotated",0,0,0,0.0274455885717447,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr1_245020109_245022676_-","chr1_245020109_245022676","HNRNPU",0.0425852391469921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr1_246703992_246714604_+","chr1_246703992_246714604","not_annotated",0,0.0691282499091309,0,0,0,0,0,0.0225327825510098,0,0,0.0278944486337257,0,0.148753055201813,0,0,0,0,0.0301490390611855,0,0,0,0
"chr1_246704240_246714604_+","chr1_246704240_246714604","not_annotated",0,0,0,0,0.088891494397358,0.0525970005718872,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0,0,0
"chr1_246704240_246720836_-","chr1_246704240_246720836","TFB2M",0.0212926195734961,0,0.10643728816097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_247013568_247013900_+","chr1_247013568_247013900","not_annotated",0,0.0230427499697103,0,0,0.0666686207980185,0,0,0,0.0587331408354642,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_247016393_247051819_-","chr1_247016393_247051819","AHCTF1",0,0,0,0.329347062860937,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0.167643834638133,0.0614305837628585,0
"chr1_247027226_247031113_-","chr1_247027226_247031113","AHCTF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188809826871773,0,0.0307152918814293,0
"chr1_247039339_247051819_+","chr1_247039339_247051819","not_annotated",0,0.0460854999394206,0.124176836187798,0,0,0,0,0,0.0293665704177321,0,0,0,0,0,0,0,0,0,0.28321474030766,0,0,0
"chr1_247318868_247323115_-","chr1_247318868_247323115","ZNF124",0.0212926195734961,0.0691282499091309,0.0532186440804849,0,0,0,0,0,0,0,0,0,0,0,0.0539994212342032,0,0,0,0.0944049134358866,0,0,0.102647220492902
"chr1_247319708_247323115_-","chr1_247319708_247323115","ZNF124",0,0,0.177395480268283,0,0.111114367996698,0.0262985002859436,0,0,0,0,0,0.128622397952812,0.148753055201813,0,0.0539994212342032,0.0560222536077561,0,0.0301490390611855,0.188809826871773,0.335287669276266,0.0614305837628585,0.307941661478705
"chr1_27056142_27059283_-","chr1_27056142_27059283","not_annotated",2.21443243564359,2.60383074657726,3.95591920998271,0.301901474289192,0.088891494397358,1.70940251858633,0.809125909371365,1.91528651683583,0.939730253367428,1.32217830386623,0.9763057021804,2.31520316315061,2.23129582802719,9.55561390041503,0.215997684936813,0.420166902058171,0,0.934620210896749,1.46327615825624,0.335287669276266,1.29004225902003,2.05294440985803
"chr1_27739066_27745589_-","chr1_27739066_27745589","WASF2",0,0,0,0,0,0,0,0,0.0587331408354642,0,0,0,0,0,0,0,0,0,0,0,0.0307152918814293,0
"chr1_28337458_28343750_-","chr1_28337458_28343750","EYA3",0,0,0,0,0,0,0,0,0,0,0.0278944486337257,0.0857482653018744,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr1_28354300_28374937_+","chr1_28354300_28374937","not_annotated",0,0,0,0.109782354286979,0,0,0,0,0.0293665704177321,0,0.0278944486337257,0.0428741326509372,0,0,0,0.028011126803878,0,0.0301490390611855,0,0,0.153576459407146,0
"chr1_28362055_28374937_+","chr1_28362055_28374937","not_annotated",0,0.0230427499697103,0.248353672375596,0,0,0.0525970005718872,0.0599352525460271,0.112663912755049,0.0293665704177321,0,0.0278944486337257,0.128622397952812,0,0,0,0.028011126803878,0,0.0904471171835564,0.0472024567179433,0,0.0921458756442878,0.102647220492902
"chr1_28362055_28384605_+","chr1_28362055_28384605","not_annotated",0.0425852391469921,0.0230427499697103,0.0709581921073132,0,0,0.105194001143774,0,0.0225327825510098,0,0,0.0557888972674514,0,0.297506110403625,0,0,0,0,0.0904471171835564,0.472024567179433,0,0.122861167525717,0.102647220492902
"chr1_28785596_28793279_+","chr1_28785596_28793279","PHACTR4",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0.128622397952812,0,0,0,0,0,0,0,0,0,0
"chr1_28785596_28807116_+","chr1_28785596_28807116","PHACTR4",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr1_28800066_28800663_-","chr1_28800066_28800663","not_annotated",0.0212926195734961,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737015383,0,0.0307152918814293,0
"chr1_28800066_28802803_+","chr1_28800066_28802803","PHACTR4",0,0,0.0177395480268283,0,0,0.0262985002859436,0,0,0,0.188882614838033,0.0278944486337257,0,0,0,0,0,0,0,0,0,0.215007043170005,0
"chr1_28800066_28807116_-","chr1_28800066_28807116","not_annotated",0,0,0.0177395480268283,0,0,0,0,0.0675983476530293,0,0,0,0,0,0,0,0,0,0.0602980781223709,0.236012283589717,0,0.122861167525717,0.102647220492902
"chr1_28887145_28887910_+","chr1_28887145_28887910","TRNAU1AP",0,0,0.0532186440804849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167643834638133,0,0
"chr1_29319842_29344954_-","chr1_29319842_29344954","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0.148753055201813,0,0,0,0,0,0,0,0.0307152918814293,0.205294440985803
"chr1_29319842_29365938_-","chr1_29319842_29365938","not_annotated",0,0,0,0,0.111114367996698,0,0,0,0,0,0,0,0.148753055201813,0,0,0,0,0,0,0,0.0307152918814293,0
"chr1_29362338_29391670_-","chr1_29362338_29391670","not_annotated",0,0,0.0177395480268283,0,0.0222228735993395,0,0,0,0,0,0,0,0,0,0,0.028011126803878,0,0,0.0472024567179433,0,0.0614305837628585,0
"chr1_31465237_31468067_-","chr1_31465237_31468067","PUM1",0,0,0.0532186440804849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr1_31465237_31479949_-","chr1_31465237_31479949","PUM1",0.0425852391469921,0.0230427499697103,0.0532186440804849,0,0,0,0,0.0225327825510098,0,0,0,0,0,0,0,0.028011126803878,0,0.0602980781223709,0.0944049134358866,0,0,0
"chr1_32381492_32385259_-","chr1_32381492_32385259","PTP4A2",0,0.0691282499091309,0.0709581921073132,0,0,0.0262985002859436,0.0599352525460271,0.0225327825510098,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0,0,0
"chr1_32381496_32385259_+","chr1_32381496_32385259","not_annotated",0.255511434881953,0.668239749121599,0.266093220402424,0,0,0.262985002859436,0.479482020368216,0.180262260408078,0.146832852088661,0.188882614838033,0.251050037703532,0.471615459160309,0.892518331210875,0,0.0539994212342032,0.0840333804116341,0,0.0301490390611855,0.70803685076915,0.670575338552533,0.0307152918814293,0
"chr1_32495899_32498935_-","chr1_32495899_32498935","not_annotated",0,0,0,0,0,0,0,0,0,0,0.0278944486337257,0.0857482653018744,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr1_32495899_32510991_+","chr1_32495899_32510991","KHDRBS1",0,0.0230427499697103,0,0.0274455885717447,0,0,0.0299676262730135,0,0,0,0,0,0,0,0,0.0560222536077561,0,0,0.0472024567179433,0.167643834638133,0,0
"chr1_33413823_33415375_+","chr1_33413823_33415375","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0.0614305837628585,0
"chr1_35824526_35827390_-","chr1_35824526_35827390","ZMYM4-AS1",0.0638778587204882,0.184341999757682,0.0177395480268283,0.0274455885717447,0.0222228735993395,0.105194001143774,0.0599352525460271,0,0,0,0.0278944486337257,0.257244795905623,0.446259165605438,0,0,0.280111268038781,0,0.150745195305927,0.236012283589717,0.5029315039144,0.583590545747156,0
"chr1_35824526_35836228_+","chr1_35824526_35836228","ZMYM4",0,0,0.0354790960536566,0,0,0.131492501429718,0,0,0.0293665704177321,0,0,0,0,0,0,0,0,0.0301490390611855,0.0944049134358866,0,0.0307152918814293,0
"chr1_35846860_35854683_+","chr1_35846860_35854683","ZMYM4",0.0212926195734961,0,0,0,0,0.0262985002859436,0,0,0,0,0,0.0428741326509372,0,0,0,0,0,0.0301490390611855,0,0,0.184291751288576,0
"chr1_35846860_35855699_-","chr1_35846860_35855699","not_annotated",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904471171835564,0,0,0.0307152918814293,0
"chr1_35857813_35865177_+","chr1_35857813_35865177","ZMYM4",0.0212926195734961,0.0921709998788412,0.0709581921073132,0.0823367657152342,0.111114367996698,0.0262985002859436,0.239741010184108,0.0901311302040391,0.0880997112531964,0,0.0836833459011772,0.30011892855656,0.148753055201813,0,0,0,0,0.150745195305927,0.519227023897377,0.167643834638133,0.921458756442878,0
"chr1_35879573_35881315_+","chr1_35879573_35881315","ZMYM4",0,0.0460854999394206,0,0,0,0,0,0,0.0293665704177321,0,0,0,0,0,0,0,0,0,0,0,0.122861167525717,0
"chr1_35936464_35944813_-","chr1_35936464_35944813","KIAA0319L",0.0425852391469921,0,0.0177395480268283,0,0,0.0262985002859436,0.0599352525460271,0.0675983476530293,0,0,0.0557888972674514,0,0,0,0,0,0,0,0,0,0.0307152918814293,0
"chr1_35940406_35944813_-","chr1_35940406_35944813","KIAA0319L",0,0.0921709998788412,0.0532186440804849,0,0,0,0,0.0225327825510098,0.0587331408354642,0,0,0.214370663254686,0.148753055201813,0,0,0,0,0.0301490390611855,0,0,0.0614305837628585,0
"chr1_36432556_36439112_+","chr1_36432556_36439112","EIF2C3",0,0,0,0,0.044445747198679,0,0,0.0225327825510098,0,0,0,0,0,0,0,0.028011126803878,0,0,0.0944049134358866,0,0,0
"chr1_3747610_3765345_-","chr1_3747610_3765345","CEP104",0.0212926195734961,0,0,0,0,0,0,0.0450655651020195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_39775242_39784287_-","chr1_39775242_39784287","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0,0,0.0614305837628585,0
"chr1_39903449_39945681_+","chr1_39903449_39945681","MACF1",0,0,0,0,0,0,0,0,0,0.0944413074190163,0,0,0,0,0.16199826370261,0,0,0,0,0,0,0
"chr1_39913104_39914435_-","chr1_39913104_39914435","not_annotated",0,0,0,0,0,0.0262985002859436,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr1_40306807_40323089_+","chr1_40306807_40323089","not_annotated",0,0,0.0532186440804849,0,0,0.0262985002859436,0.149838131365068,0,0.117466281670928,0,0,0,0.297506110403625,0,0,0,0,0.0904471171835564,0.0472024567179433,0,0.0307152918814293,0.205294440985803
"chr1_40654727_40668286_-","chr1_40654727_40668286","not_annotated",0.0212926195734961,0.0460854999394206,0.124176836187798,0.0274455885717447,0,0,0.0599352525460271,0,0,0,0.0278944486337257,0.0428741326509372,0,0,0,0,0,0.0602980781223709,0,0.167643834638133,0,0
"chr1_41512079_41536393_+","chr1_41512079_41536393","not_annotated",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0.0857482653018744,0,0,0,0,0,0,0,0,0,0
"chr1_41512079_41541123_-","chr1_41512079_41541123","SCMH1",0,0,0.195135028295111,0,0,0,0,0,0,0,0.111577794534903,0,0.148753055201813,0,0,0.14005563401939,0,0.0904471171835564,0,0,0.0307152918814293,0
"chr1_41536267_41541123_-","chr1_41536267_41541123","SCMH1",0,0,0.230614124348768,0,0,0.0525970005718872,0.0299676262730135,0.0225327825510098,0.0293665704177321,0,0,0,0.148753055201813,0,0,0,0,0.0301490390611855,0.14160737015383,0,0.153576459407146,0.102647220492902
"chr1_42421035_42421275_+","chr1_42421035_42421275","not_annotated",0,0,0,0,0.333343103990093,0,0,0,0.0587331408354642,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_42654408_42671534_+","chr1_42654408_42671534","not_annotated",0,0,0,0,0,0,0,0.112663912755049,0.0293665704177321,0,0,0,0.148753055201813,0,0,0.0840333804116341,0,0,0,0,0.0614305837628585,0
"chr1_42654408_42693637_+","chr1_42654408_42693637","not_annotated",0,0.115213749848552,0,0,0,0,0,0,0.0293665704177321,0,0.0278944486337257,0,0,0,0,0,0,0,0,0.167643834638133,0,0
"chr1_42654408_42744343_-","chr1_42654408_42744343","FOXJ3",0.0212926195734961,0,0,0,0,0,0.0299676262730135,0,0.0587331408354642,0,0,0.0428741326509372,0.148753055201813,0,0,0,0,0.0301490390611855,0,0,0.0614305837628585,0
"chr1_42654408_42744455_-","chr1_42654408_42744455","FOXJ3",0,0,0,0,0.088891494397358,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr1_42693554_42744343_-","chr1_42693554_42744343","FOXJ3",0,0,0.124176836187798,0,0.0222228735993395,0,0,0.0225327825510098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_42693554_42776781_-","chr1_42693554_42776781","FOXJ3",0,0,0,0,0,0,0,0.0225327825510098,0.0587331408354642,0,0.0278944486337257,0,0,0,0,0,0,0,0.0944049134358866,0,0,0
"chr1_42730786_42744343_-","chr1_42730786_42744343","FOXJ3",0,0,0.10643728816097,0,0.044445747198679,0,0,0,0,0,0,0.0857482653018744,0,0,0,0.028011126803878,0,0.0301490390611855,0.0944049134358866,0,0.0307152918814293,0
"chr1_42730786_42744455_-","chr1_42730786_42744455","FOXJ3",0,0,0.496707344751192,0,0,0.0262985002859436,0,0,0,0,0.0278944486337257,0,0.297506110403625,0,0.0539994212342032,0,0,0.0904471171835564,0.0944049134358866,0,0.184291751288576,0
"chr1_42730786_42776781_-","chr1_42730786_42776781","FOXJ3",0,0,0.0177395480268283,0,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr1_42730786_42789498_-","chr1_42730786_42789498","FOXJ3",0.0212926195734961,0,0.141916384214626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_42948334_42964587_-","chr1_42948334_42964587","not_annotated",0,0.0230427499697103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011126803878,0,0,0,0,0.0614305837628585,0
"chr1_43031967_43055154_-","chr1_43031967_43055154","not_annotated",0.0212926195734961,0.0691282499091309,0.0177395480268283,0.219564708573958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0.335287669276266,0.0307152918814293,0
"chr1_43031967_43076761_-","chr1_43031967_43076761","not_annotated",0,0.0230427499697103,0,0,0,0.0262985002859436,0.0899028788190406,0,0,0,0.0557888972674514,0,0,0,0,0,0,0.0602980781223709,0,0,0,0
"chr1_43031967_43111988_-","chr1_43031967_43111988","not_annotated",0.0212926195734961,0,0.0177395480268283,0,0,0,0,0,0,0.0944413074190163,0,0,0.446259165605438,0,0,0,0,0.0301490390611855,0,0,0.0307152918814293,0
"chr1_43162414_43162933_-","chr1_43162414_43162933","not_annotated",0.0212926195734961,0.0460854999394206,0,0,0,0,0,0,0.0293665704177321,0,0,0.128622397952812,0,0,0,0,0,0,0,0,0,0.102647220492902
"chr1_43162453_43162903_+","chr1_43162453_43162903","YBX1",0,0,0,0,0,0,0,0.0225327825510098,0,0,0,0.0857482653018744,0,0,0.0539994212342032,0,0,0,0,0,0,0
"chr1_44877653_44878394_-","chr1_44877653_44878394","not_annotated",0.0851704782939842,0.253470249666813,1.33046610201212,0,0,0.0788955008578308,0.0299676262730135,0.0225327825510098,0,0,0,0,0.297506110403625,0,0.215997684936813,0.0560222536077561,0,0.271341351550669,0,0,0,0
"chr1_45553553_45553909_-","chr1_45553553_45553909","ZSWIM5",0,0.0230427499697103,0.10643728816097,0,0,0.0262985002859436,0.119870505092054,0.0225327825510098,0.0587331408354642,0.188882614838033,0.0278944486337257,0,0.148753055201813,0,0.16199826370261,0.0840333804116341,0,0.0301490390611855,0.0944049134358866,0,0.153576459407146,0
"chr1_45553553_45556019_+","chr1_45553553_45556019","not_annotated",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0.0560222536077561,0,0,0,0,0,0
"chr1_46070631_46073021_-","chr1_46070631_46073021","not_annotated",0,0,0,0,0,0,0,0,0,0,0.111577794534903,0,0.148753055201813,0,0,0,0,0,0,0,0,0
"chr1_46124700_46126897_-","chr1_46124700_46126897","GPBP1L1",0,0.0691282499091309,0.0177395480268283,0,0,0,0.0299676262730135,0.0675983476530293,0,0,0,0,0.148753055201813,0,0,0,0,0.0904471171835564,0.0944049134358866,0,0.184291751288576,0
"chr1_46509326_46546422_+","chr1_46509326_46546422","RP4-533D7.4",0,0.0460854999394206,0.0354790960536566,0,0,0.0788955008578308,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0.0944049134358866,0.5029315039144,0,0.102647220492902
"chr1_46511590_46531851_+","chr1_46511590_46531851","RP4-533D7.4",0,0.0460854999394206,0,0,0,0.0262985002859436,0,0,0,0,0,0,0.148753055201813,0,0,0.0840333804116341,0,0.0602980781223709,0,0,0.0307152918814293,0
"chr1_46521467_46532763_+","chr1_46521467_46532763","not_annotated",0,0,0.0354790960536566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861167525717,0
"chr1_46521467_46543285_+","chr1_46521467_46543285","not_annotated",0,0,0,0,0,0,0,0.0675983476530293,0,0,0,0.0857482653018744,0.148753055201813,0,0,0,0,0,0.0472024567179433,0,0.215007043170005,0
"chr1_46521467_46546422_-","chr1_46521467_46546422","PIK3R3",0.255511434881953,0.599111499212468,0.478967796724364,0.192119120002213,0.133337241596037,0.315582003431323,0.359611515276162,0.315458955714137,0.205565992924125,0.0944413074190163,0.0836833459011772,0.428741326509372,0.892518331210875,0,0,0.364144648450415,0,0.150745195305927,1.03845404779475,1.17350684246693,1.72005634536004,0
"chr1_46527601_46543285_-","chr1_46527601_46543285","PIK3R3",0.0212926195734961,0,0.0709581921073132,0,0,0,0,0,0,0,0,0,0.148753055201813,0,0,0,0,0,0,0,0.0307152918814293,0
"chr1_46527601_46546422_-","chr1_46527601_46546422","PIK3R3",0.0212926195734961,0,0.0532186440804849,0,0,0.0525970005718872,0,0.0225327825510098,0,0,0.0278944486337257,0.0428741326509372,0.148753055201813,0,0.0539994212342032,0,0,0,0,0,0.184291751288576,0
"chr1_46531815_46543278_+","chr1_46531815_46543278","not_annotated",0.0212926195734961,0,0,0,0,0,0,0,0,0,0.111577794534903,0,0,0,0,0,0,0,0,0.167643834638133,0,0
"chr1_47745913_47748131_-","chr1_47745913_47748131","STIL",0.0638778587204882,0.0691282499091309,0.0532186440804849,0.0274455885717447,0.0222228735993395,0.131492501429718,0,0,0.0880997112531964,0,0.0278944486337257,0.128622397952812,0.148753055201813,0,0,0.0560222536077561,0,0.150745195305927,0,0,0.122861167525717,0
"chr1_48860939_48869554_+","chr1_48860939_48869554","not_annotated",0,0,0.0177395480268283,0,0,0.0262985002859436,0,0,0,0,0.0278944486337257,0,0,0,0,0,0.987239599101744,0,0,0,0,0
"chr1_48860939_48878823_-","chr1_48860939_48878823","SPATA6",0.0212926195734961,0.0230427499697103,0.0177395480268283,0,0,0,0,0,0,0.0944413074190163,0.167366691802354,0,0,0,0,0,0,0,0,0,0,0
"chr1_51868107_51874004_-","chr1_51868107_51874004","EPS15",0.0638778587204882,0,0,0.0274455885717447,0,0.0262985002859436,0.0299676262730135,0.0450655651020195,0,0.0944413074190163,0.0278944486337257,0,0,0,0,0,0,0,0,0,0.0614305837628585,0
"chr1_52215817_52231653_+","chr1_52215817_52231653","OSBPL9",0,0.0691282499091309,0,0,0,0.0525970005718872,0.0899028788190406,0,0,0,0,0,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr1_52246836_52255545_+","chr1_52246836_52255545","OSBPL9",0,0,0,0,0,0,0,0,0,0,0,0.0857482653018744,0,0,0,0,0,0.0301490390611855,0,0,0,0
"chr1_52256572_52256818_-","chr1_52256572_52256818","NRD1",0,0,0,0,0.0666686207980185,0,0,0,0.0293665704177321,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_52279707_52299842_-","chr1_52279707_52299842","NRD1",0,0,0,0,0,0,0,0,0,0.188882614838033,0.0557888972674514,0,0,0,0,0,0,0,0,0,0,0
"chr1_52896685_52901137_-","chr1_52896685_52901137","ZCCHC11",0.10646309786748,0,0.674102825019475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_52947095_52975384_-","chr1_52947095_52975384","ZCCHC11",0,0,0,0,0,0,0.119870505092054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861167525717,0
"chr1_52959283_52975384_-","chr1_52959283_52975384","ZCCHC11",0,0.0230427499697103,0.0886977401341415,0,0.0222228735993395,0,0,0,0,0,0,0,0,0,0,0.028011126803878,0,0,0,0,0.215007043170005,0.102647220492902
"chr1_52975268_52992045_+","chr1_52975268_52992045","not_annotated",0.10646309786748,0.115213749848552,0,0.164673531430468,0,0,0,0.0225327825510098,0.0293665704177321,0.0944413074190163,0,0.0428741326509372,0,0,0,0,0,0,0.0944049134358866,0,0.0307152918814293,0
"chr1_52981563_52992045_-","chr1_52981563_52992045","ZCCHC11",0.0638778587204882,0.299555749606234,0.21287457632194,0.0548911771434895,0,0,0.0899028788190406,0,0.0880997112531964,0,0.0836833459011772,0.128622397952812,0.148753055201813,0,0,0.14005563401939,0,0.0602980781223709,0.188809826871773,0,0.39929879445858,0.102647220492902
"chr1_53236692_53262456_-","chr1_53236692_53262456","RP11-159C21.4",0,0,0,0,0.044445747198679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205294440985803
"chr1_54266366_54284752_-","chr1_54266366_54284752","TMEM48",0,0.0230427499697103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840333804116341,0,0,0,0,0,0
"chr1_54266366_54298264_-","chr1_54266366_54298264","TMEM48",0,0,0,0,0,0.0788955008578308,0,0,0,0,0.0278944486337257,0.0857482653018744,0,0,0,0,0,0,0,0,0,0
"chr1_55537487_55551711_+","chr1_55537487_55551711","not_annotated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107998842468406,0,0,0.0301490390611855,0,0,0.0307152918814293,0
"chr1_55589120_55600086_-","chr1_55589120_55600086","USP24",0,0,0,0,0,0,0.0299676262730135,0,0,0,0,0,0.446259165605438,0,0,0,0,0.0602980781223709,0,0,0.0614305837628585,0
"chr1_564657_564717_+","chr1_564657_564717","MTND1P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539994212342032,0,0,0,0,0.335287669276266,0,0
"chr1_569356_569475_+","chr1_569356_569475","RP5-857K21.10",0,0.0230427499697103,0,0,0,0,0,0.0450655651020195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_569379_569845_-","chr1_569379_569845","not_annotated",0.0212926195734961,0,0.0709581921073132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_57216717_57254807_+","chr1_57216717_57254807","not_annotated",0,0,0,0,0,0.0262985002859436,0.0899028788190406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_57252848_57258476_+","chr1_57252848_57258476","not_annotated",0.0638778587204882,0.115213749848552,0,0.0274455885717447,0.0222228735993395,0.131492501429718,0.329643889003149,0.0675983476530293,0.0293665704177321,0,0.0278944486337257,0,0,0,0,0,0,0,0,0,0,0
"chr1_5964677_6022009_-","chr1_5964677_6022009","NPHP4",0,0,0.0177395480268283,0,0,0,0,0,0,0,0,0.0857482653018744,0,0,0,0,0,0,0,0,0,0
"chr1_61743192_61849037_+","chr1_61743192_61849037","NFIA",0,0.0691282499091309,0,0,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0,0,0,0.0944049134358866,0,0,0
"chr1_61743192_61872399_-","chr1_61743192_61872399","not_annotated",0,0,0,0,0,0,0.119870505092054,0,0.0293665704177321,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_61848909_61872399_-","chr1_61848909_61872399","not_annotated",0.0425852391469921,0.0921709998788412,0,0,0,0.0262985002859436,0,0.0450655651020195,0.0293665704177321,0,0,0,0,0,0,0,0.329079866367248,0,0,0,0,0
"chr1_61869776_61892228_+","chr1_61869776_61892228","NFIA",0,0,0,0,0,0,0,0,0,0,0,0.0428741326509372,0,0,0,0,0,0,0.14160737015383,0,0,0
"chr1_62908830_62914337_-","chr1_62908830_62914337","not_annotated",0,0,0,0,0,0,0,0,0,0,0.0278944486337257,0,0,0,0,0.028011126803878,0,0.0904471171835564,0.0944049134358866,0,0.0307152918814293,0
"chr1_62910409_62913182_-","chr1_62910409_62913182","not_annotated",0.0425852391469921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011126803878,0,0,0,0,0.0614305837628585,0
"chr1_62910409_62914337_-","chr1_62910409_62914337","not_annotated",0.0212926195734961,0,0.0177395480268283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602980781223709,0.0944049134358866,0,0,0
"chr1_62939653_62943505_+","chr1_62939653_62943505","not_annotated",0,0,0,0,0,0,0,0.0225327825510098,0,0.0944413074190163,0.0557888972674514,0,0,0,0,0,0,0,0,0,0,0.307941661478705
"chr1_62970301_62979569_-","chr1_62970301_62979569","DOCK7",0,0,0,0,0,0,0.0599352525460271,0.0450655651020195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chr1_63021496_63085664_-","chr1_63021496_63085664","DOCK7",0.0212926195734961,0,0,0,0,0.0262985002859436,0,0,0.0293665704177321,0,0.0557888972674514,0,0,0,0,0.028011126803878,0,0.0602980781223709,0,0,0.245722335051434,0
"chr1_63042933_63052295_-","chr1_63042933_63052295","DOCK7",0,0,0,0,0,0,0.0299676262730135,0.0225327825510098,0.0293665704177321,0,0,0,0,0,0.107998842468406,0,0,0,0,0,0.0307152918814293,0
