Id,FBN,H9_ESC
chr11_6621716_6622832,0.011718459,0
chr11_66249667_66255478,0.011718459,0
chr11_66254011_66255478,0.011718459,0.0247836
chr11_66287088_66291353,0,0.0123918
chr11_6630743_6631076,0.011718459,0
chr11_66407171_66407594,0.035155376,0
chr11_66436086_66436762,0.046873835,0
chr11_66515850_66526567,0,0.0247836
chr11_66515850_66595835,0.011718459,0
chr11_66563752_66595835,0.011718459,0
chr11_66583524_66595835,0.023436918,0
chr11_66589114_66595835,0.011718459,0
chr11_6661048_6662964,0.011718459,0
chr11_66947550_66975159,0.011718459,0
chr11_66974981_66975159,0.023436918,0.0123918
chr11_66974981_66999298,0.011718459,0
chr11_66982811_66999431,0,0.0123918
chr11_67058947_67059651,0.011718459,0
chr11_678694_681089,0.011718459,0
chr11_67934449_67947667,0.011718459,0
chr11_67942485_67953395,0.035155376,0
chr11_67953248_67957619,0.023436918,0
chr11_68125118_68157520,0,0.0123918
chr11_68170951_68193655,0,0.0123918
chr11_68272613_68287119,0.046873835,0.0247836
chr11_68272613_68305359,0.035155376,0.0247836
chr11_68272613_68315672,0.011718459,0
chr11_68286969_68305359,0.046873835,0.0123918
chr11_68305127_68326147,0.011718459,0
chr11_68318589_68331900,0.011718459,0
chr11_68334482_68363686,0.011718459,0
chr11_68337216_68370960,0.011718459,0
chr11_68355395_68370960,0,0.0123918
chr11_68359044_68367962,0.023436918,0
chr11_68363565_68370960,0.035155376,0
chr11_68367809_68370960,0.011718459,0
chr11_68369331_68370960,0.070310753,0
chr11_68529003_68529155,0,0.0123918
chr11_68548108_68564401,0,0.0123918
chr11_68571468_68575106,0,0.0123918
chr11_68678908_68679071,0.011718459,0
chr11_6953325_6977013,0,0.0123918
chr11_6962802_6977013,0.035155376,0.198268799
chr11_70176279_70181800,0,0.0247836
chr11_70200407_70202360,0.035155376,0.0495672
chr11_70200407_70208594,0.011718459,0
chr11_70251371_70253697,0,0.0123918
chr11_70266506_70266616,0,0.0123918
chr11_71627120_71634521,0.011718459,0
chr11_71671796_71693961,0.011718459,0
chr11_72468812_72470426,0.011718459,0
chr11_72578910_72600990,0,0.0247836
chr11_72598515_72600990,0.035155376,0
chr11_72695133_72700142,0.046873835,0
chr11_7324270_7335172,0.023436918,0.0123918
chr11_73418465_73429763,0.140621505,0.0371754
chr11_73418465_73429935,0.058592294,0.0371754
chr11_73418465_73431944,0.339835305,0.0247836
chr11_73418465_73441868,0.011718459,0.0247836
chr11_73427296_73429763,0.023436918,0
chr11_73620444_73630077,0,0.0123918
chr11_73768451_73768589,0.011718459,0
chr11_73795926_73820197,0.011718459,0
chr11_73809054_73809300,0.023436918,0
chr11_73834033_73844602,0.011718459,0
chr11_73843889_73844602,0.023436918,0
chr11_73843889_73850873,0.023436918,0
chr11_73843889_73872601,0,0.0123918
chr11_73849765_73850873,0.023436918,0
chr11_7437273_7441866,0.011718459,0
chr11_74500671_74528759,0.058592294,0.0123918
chr11_74521229_74528759,0.070310753,0
chr11_74617284_74618318,0.011718459,0
chr11_75115465_75115610,0,0.074350799
chr11_755879_760253,0,0.0123918
chr11_75694431_75728024,0,0.0123918
chr11_76169227_76175124,0.035155376,0
chr11_76174865_76183884,0.105466129,0
chr11_76207259_76234335,0.011718459,0
chr11_76224430_76239510,0.023436918,0
chr11_77043775_77051808,0,0.0123918
chr11_77043775_77060332,0.011718459,0
chr11_77060284_77091039,0.011718459,0
chr11_77066713_77070062,0,0.0123918
chr11_77069943_77103586,0,0.0123918
chr11_77090286_77091039,0.082029211,0.0371754
chr11_77330651_77336863,0.070310753,0.061959
chr11_77330651_77340944,0.070310753,0
chr11_77333545_77336863,0.011718459,0
chr11_77336008_77336863,0.164058423,0.061959
chr11_77336008_77340944,0.046873835,0.0123918
chr11_77386081_77402283,0.011718459,0
chr11_77386081_77404656,0.035155376,0
chr11_77394755_77396204,0.011718459,0
chr11_77394755_77402283,0.011718459,0
chr11_77394755_77404656,0.140621505,0.0123918
chr11_77396150_77404656,0.058592294,0.0247836
chr11_77402204_77404656,0.117184588,0
chr11_77451776_77475734,0.023436918,0
chr11_77632386_77633517,0,0.0123918
chr11_77666988_77672184,0.023436918,0
chr11_77817853_77823816,0,0.0123918
chr11_77823696_77832220,0.070310753,0.0123918
chr11_77824932_77832220,0.058592294,0
chr11_77824932_77838482,0,0.0123918
chr11_77830228_77832220,0.058592294,0
chr11_77830228_77838482,0.023436918,0.0247836
chr11_78154707_78189729,0.011718459,0
chr11_78176922_78204241,0.046873835,0
chr11_78180293_78204241,0.023436918,0
chr11_78277178_78282489,0,0.0123918
chr11_78279678_78282489,0,0.0123918
chr11_78437124_78437267,0.011718459,0
chr11_78565149_78574177,0,0.0123918
chr11_78565149_78602381,0.011718459,0
chr11_78775783_79008588,0.011718459,0
chr11_8148206_8161740,0.011718459,0.0123918
chr11_8158925_8161740,0.058592294,0.0123918
chr11_8158925_8174970,0.035155376,0
chr11_8248522_8252051,0.046873835,0
chr11_82560091_82571159,0.011718459,0
chr11_82935897_82938914,0.011718459,0
chr11_82984690_82989872,0.058592294,0
chr11_82984690_82991303,0.046873835,0
chr11_82989769_82991303,0.035155376,0
chr11_8435042_8486369,0.292961469,0
chr11_8435042_8496363,0.011718459,0
chr11_8435042_8496613,0.046873835,0
chr11_8457041_8486369,0.222650717,0.0247836
chr11_8474369_8486369,0.058592294,0
chr11_85309701_85337797,0,0.0371754
chr11_85337631_85337797,0,0.0123918
chr11_85685751_85695016,0.046873835,0.0123918
chr11_85685751_85742653,0.070310753,0
chr11_85692172_85707972,0.011718459,0
chr11_85692788_85695016,0.046873835,0
chr11_85701293_85742653,0.046873835,0
chr11_85707869_85712201,0.023436918,0.0123918
chr11_85707869_85714494,0.058592294,0.0123918
chr11_85707869_85718626,0,0.0123918
chr11_85707869_85742653,0.316398387,0.0495672
chr11_85714409_85742653,0.011718459,0
chr11_85722073_85742653,0.246087634,0
chr11_85723324_85742653,0.035155376,0
chr11_85733410_85742653,0.035155376,0
chr11_85737334_85742653,0.046873835,0.0123918
chr11_85961338_85963282,0.011718459,0
chr11_85961338_85967554,0.046873835,0
chr11_85961338_85968638,0.023436918,0.0247836
chr11_85961338_85977258,0.011718459,0
chr11_85966264_85967554,0,0.0247836
chr11_85975214_85979603,0.011718459,0
chr11_86017287_86017524,0.046873835,0.0123918
chr11_86778736_86782657,0.023436918,0
chr11_86778736_86802437,0.128903047,0
chr11_86778736_86868448,0.011718459,0
chr11_8735545_8739439,0.011718459,0
chr11_89069013_89106660,0,0.0123918
chr11_89069013_89135710,0.011718459,0
chr11_89133185_89135710,0.09374767,0.0247836
chr11_89155070_89185059,0,0.0123918
chr11_89155070_89185063,0,0.0247836
chr11_89165952_89185063,0.023436918,0.0247836
chr11_9199679_9202631,0.011718459,0
chr11_9199679_9229179,0.011718459,0
chr11_9200405_9229179,0,0.0123918
chr11_92085262_92088570,2.027293369,0.433712997
chr11_92085262_92258114,0.023436918,0.0123918
chr11_9215041_9229179,0.058592294,0
chr11_9225207_9229179,0.105466129,0.061959
chr11_92257800_92258114,0,0.0123918
chr11_92564788_92577898,0.023436918,0
chr11_9304918_9321248,0.011718459,0
chr11_9308002_9316934,0.023436918,0
chr11_9308002_9321248,0,0.0123918
chr11_9309249_9316934,0,0.0123918
chr11_93399848_93402936,0.011718459,0
chr11_93399848_93425196,0,0.0123918
chr11_93429486_93436085,0.011718459,0
chr11_93429848_93458997,0.011718459,0
chr11_93469307_93471665,0.011718459,0
chr11_93480463_93487203,0,0.0123918
chr11_93480463_93490631,0.023436918,0
chr11_93523740_93535138,0.011718459,0
chr11_93526894_93527201,0.011718459,0
chr11_94219090_94224131,0,0.0123918
chr11_9441958_9446809,0.035155376,0.0247836
chr11_9441958_9452550,0,0.0123918
chr11_9451221_9452550,0.035155376,0.0371754
chr11_9451221_9457913,0.011718459,0
chr11_94528177_94533477,0.082029211,0.0371754
chr11_94532556_94533477,0.046873835,0.0371754
chr11_94554696_94564707,0.023436918,0
chr11_9456481_9463744,0.011718459,0
chr11_9462002_9463744,0,0.0123918
chr11_94908662_94911992,0.023436918,0
chr11_94917584_94926686,0.011718459,0
chr11_95546096_95546753,0,0.0247836
chr11_95615538_95621425,0.011718459,0
chr11_95825056_95826681,0.023436918,0.0247836
chr11_9597435_9603225,0.011718459,0
chr11_96092157_96117925,0.023436918,0
chr11_96116433_96116637,0.011718459,0
chr11_9735013_9754257,0,0.0123918
chr11_9829547_9853967,0,0.0123918
chr11_9834079_9838571,0.011718459,0
chr11_985435_986953,0.011718459,0
chr11_9864172_9871765,0.011718459,0
chr12_1003728_1005898,0.011718459,0
chr12_1003728_1006847,0.035155376,0
chr12_100491143_100497729,0.035155376,0
chr12_100598718_100599522,0.011718459,0
chr12_100598718_100599535,0.011718459,0.0123918
chr12_100598718_100601564,0.023436918,0
chr12_100606034_100606306,0.011718459,0
chr12_100676721_100691953,0.117184588,0.061959
chr12_100676721_100706431,0.011718459,0
chr12_101472971_101493498,0.011718459,0
chr12_101727079_101728282,0,0.061959
chr12_102107868_102110590,0.011718459,0.0123918
chr12_102301964_102308010,0.011718459,0
chr12_102505886_102512361,0,0.0247836
chr12_102542008_102547754,0.011718459,0
chr12_104186942_104192455,0.011718459,0
chr12_104376577_104379506,0.035155376,0
chr12_104378527_104379506,0.011718459,0
chr12_104712691_104733051,0.011718459,0
chr12_104725312_104733051,0.011718459,0.0123918
chr12_105238250_105255148,0.011718459,0
chr12_105238250_105322472,0,0.0123918
chr12_105303433_105322472,0,0.0123918
chr12_105321751_105322472,0.046873835,0
chr12_105597481_105605095,0.023436918,0
chr12_105610847_105623001,0.011718459,0.0123918
chr12_106464552_106480663,0.011718459,0
chr12_106477642_106500303,0.011718459,0
chr12_106770137_106773917,0.011718459,0
chr12_107002575_107048129,0.035155376,0
chr12_107114537_107126863,0.035155376,0
chr12_107177775_107219598,0.023436918,0
chr12_107208474_107209082,0,0.0123918
chr12_107236367_107236595,0.011718459,0
chr12_107236367_107237725,0.058592294,0
chr12_107236367_107245372,0.023436918,0
chr12_107236367_107254190,0.046873835,0
chr12_107393329_107393860,0.023436918,0
chr12_108133160_108140201,0.011718459,0.0123918
chr12_108136974_108140201,0.058592294,0
chr12_108924981_108926110,0.011718459,0
chr12_108941663_108942990,0.011718459,0
chr12_109046048_109048186,0.515612186,0.173485199
chr12_109052514_109055934,0.023436918,0
chr12_109094900_109095099,0.011718459,0
chr12_109629418_109631534,0,0.0123918
chr12_109660312_109660717,0.011718459,0
chr12_109660312_109661709,0.011718459,0
chr12_109671553_109684253,0.011718459,0
chr12_109687789_109694041,0.023436918,0
chr12_109844594_109845718,0.011718459,0
chr12_109919442_109921786,0.023436918,0
chr12_109919442_109936158,0.011718459,0
chr12_109921336_109926473,0,0.0123918
chr12_109926377_109945540,0.035155376,0
chr12_109958953_109968463,0.011718459,0
chr12_10999644_10999966,0.011718459,0
chr12_10999644_11035695,0.011718459,0
chr12_110293424_110296546,0,0.0123918
chr12_110454193_110468563,0.011718459,0
chr12_110565165_110570441,0.011718459,0
chr12_110565165_110584853,0.023436918,0
chr12_110566755_110570441,0.070310753,0
chr12_110566755_110584853,0.046873835,0
chr12_110566755_110600870,0.070310753,0
chr12_110572753_110573242,0.011718459,0
chr12_110574581_110581350,0.011718459,0
chr12_110581187_110600870,0.011718459,0
chr12_110729825_110734542,0.035155376,0.0247836
chr12_110819557_110820765,0,0.0123918
chr12_110820648_110834257,0,0.0123918
chr12_110826317_110834257,0.011718459,0
chr12_110832906_110834257,0.011718459,0
chr12_110893391_110895439,0.023436918,0
chr12_110922883_110925748,0.046873835,0.0247836
chr12_111057641_111070364,0.011718459,0
chr12_111064167_111070364,0.035155376,0
chr12_11126254_11199787,0.023436918,0
chr12_111902466_111908546,0.011718459,0
chr12_111947353_111948386,0.046873835,0.0247836
chr12_111947353_111963120,0.023436918,0
chr12_111951161_111957880,0.011718459,0
chr12_111956053_111990234,0.011718459,0
chr12_111990084_111990781,0.058592294,0
chr12_111990084_111993723,0.339835305,0.161093399
chr12_111991962_111993723,0.281243011,0
chr12_11199619_11199787,0.023436918,0
chr12_112096540_112097149,0.011718459,0.0123918
chr12_112096540_112117144,0.011718459,0
chr12_112116955_112121111,0.035155376,0.0123918
chr12_112171727_112171872,0.023436918,0
chr12_112229865_112236046,0.011718459,0
chr12_112321385_112321572,0.035155376,0
chr12_112370390_112381173,0.023436918,0
chr12_112370390_112429693,0,0.0123918
chr12_112371690_112381173,0.09374767,0.0123918
chr12_112506684_112512568,0.023436918,0
chr12_112509699_112516545,0.011718459,0
chr12_112528530_112530940,0,0.0123918
chr12_112613540_112666615,0.011718459,0
chr12_112616735_112617201,0,0.0123918
chr12_112641440_112648056,0.011718459,0
chr12_112641440_112666615,0.023436918,0
chr12_112654096_112654999,0.035155376,0
chr12_112667502_112669519,0.035155376,0
chr12_112667502_112670889,0.011718459,0
chr12_112676856_112677831,0.035155376,0
chr12_112676856_112681813,0.011718459,0
chr12_112681157_112681813,0.023436918,0
chr12_112743868_112750951,0.011718459,0
chr12_112743868_112757546,0,0.0247836
chr12_112750821_112757546,0,0.0247836
chr12_112752261_112757546,0.011718459,0
chr12_112757029_112757546,0.070310753,0.0247836
chr12_112884080_112893867,0.023436918,0
chr12_112888122_112893867,0.011718459,0
chr12_112915455_112915819,0.023436918,0.0247836
chr12_1136914_1137738,0.234369176,0.099134399
chr12_1136914_1213990,0.011718459,0
chr12_116434281_116435035,0.023436918,0
chr12_116444111_116445441,0.011718459,0
chr12_116534474_116549317,0.105466129,0.0371754
chr12_117178150_117178899,0,0.0247836
chr12_117365828_117387511,0.023436918,0
chr12_117365828_117402659,0,0.0123918
chr12_117365828_117426674,0.023436918,0
chr12_117387423_117402659,0,0.0123918
chr12_117423011_117426674,0.035155376,0
chr12_118619176_118619412,0.046873835,0
chr12_118681220_118682770,0,0.0123918
chr12_120213590_120214646,0.011718459,0
chr12_12022358_12022903,0.023436918,0
chr12_120241010_120288079,0.011718459,0
chr12_120260624_120288079,0.011718459,0
chr12_120271890_120307005,0,0.0123918
chr12_120592774_120593523,0.269524552,0.099134399
chr12_120995085_120995485,0.082029211,0
chr12_120995349_120995485,0.011718459,0
chr12_121000748_121001746,0.011718459,0
chr12_121002875_121003332,0.011718459,0
chr12_121154431_121154845,0.011718459,0
chr12_121220458_121222396,0.164058423,0.0123918
chr12_121220458_121229360,0.058592294,0
chr12_121853962_121855714,0.035155376,0
chr12_121877660_121879036,0,0.0123918
chr12_121970711_121972495,0,0.0247836
chr12_121970711_121987543,0.011718459,0
chr12_121986782_121987543,0,0.0123918
chr12_122181535_122190129,0,0.0247836
chr12_122181535_122199644,0,0.0123918
chr12_122186232_122190129,0,0.0123918
chr12_122332645_122341013,0.011718459,0
chr12_122380440_122386967,0.046873835,0
chr12_122396178_122397000,0,0.0123918
chr12_122611803_122615480,0,0.0247836
chr12_122701035_122702944,0.011718459,0
chr12_122716873_122729309,0.023436918,0
chr12_122723134_122724492,0.011718459,0
chr12_12277499_12279855,0.011718459,0
chr12_12277499_12300490,0.011718459,0
chr12_122801296_122803895,0.011718459,0
chr12_122821179_122826244,0.011718459,0
chr12_122825300_122826244,0.070310753,0
chr12_122837273_122839859,0.023436918,0
chr12_122837273_122865105,0.011718459,0
chr12_122861936_122865105,0.058592294,0
chr12_12291259_12340053,0,0.0123918
chr12_122995656_122999774,0.011718459,0
chr12_12300300_12318229,0.023436918,0
chr12_123028147_123062338,0,0.0123918
chr12_123030723_123058927,0,0.0123918
chr12_123041931_123042236,0.011718459,0
chr12_123052808_123061576,0.035155376,0
chr12_123054228_123067532,0.011718459,0
chr12_123064452_123076000,0.011718459,0
chr12_123067252_123097777,0.011718459,0
chr12_123068825_123069537,0.011718459,0
chr12_123078823_123109235,0.023436918,0
chr12_12311763_12315353,0.023436918,0
chr12_12311763_12318229,0.011718459,0
chr12_12315127_12318229,0.011718459,0
chr12_123262038_123265877,0.023436918,0
chr12_123270266_123276668,0,0.0123918
chr12_12332744_12340053,0.046873835,0
chr12_12332744_12356334,0.046873835,0.0123918
chr12_12339857_12356334,0.011718459,0
chr12_123488941_123490095,0,0.0123918
chr12_123497160_123498589,0.011718459,0
chr12_123645328_123687922,0.035155376,0
chr12_123661235_123665757,0.011718459,0
chr12_123661235_123687631,0.011718459,0
chr12_123678933_123682881,0.011718459,0.0123918
chr12_123678933_123707674,0.035155376,0
chr12_123699291_123703046,0.011718459,0
chr12_123702923_123707674,0,0.0123918
chr12_123787371_123789266,0.023436918,0
chr12_123787371_123794403,0.011718459,0
chr12_123789129_123808378,0.011718459,0
chr12_123793857_123800207,0.011718459,0
chr12_123793857_123806279,0.011718459,0
chr12_123798167_123800207,0.058592294,0
chr12_123798167_123808378,0.011718459,0
chr12_123810049_123825635,0,0.0123918
chr12_123818600_123825635,0,0.0123918
chr12_123829805_123834988,0.035155376,0
chr12_123832576_123834988,0.011718459,0.0247836
chr12_123879594_123880979,0.011718459,0
chr12_12397196_12397589,0.246087634,0.0123918
chr12_123983091_123984083,0.011718459,0
chr12_124071294_124074996,0.058592294,0.0371754
chr12_124090478_124090706,0.011718459,0
chr12_124101058_124102419,0,0.0123918
chr12_124123811_124137282,0,0.0371754
chr12_124158165_124163836,0.011718459,0
chr12_124172598_124177270,0.023436918,0
chr12_124172598_124191620,0.023436918,0
chr12_124203170_124218555,0,0.0123918
chr12_124236830_124239084,0.011718459,0
chr12_124832371_124835283,0.011718459,0
chr12_125292307_125302253,0,0.0123918
chr12_125587225_125587627,0.011718459,0.0123918
chr12_125587225_125591814,0.023436918,0
chr12_125599023_125603311,0.035155376,0.0123918
chr12_12653453_12674397,0.011718459,0.0123918
chr12_12672796_12674397,0.070310753,0.0247836
chr12_12788711_12788908,0.070310753,0
chr12_128899277_128900165,0.035155376,0
chr12_1289706_1299218,0.046873835,0.0123918
chr12_1291091_1292587,0.011718459,0
chr12_129293333_129299615,0,0.0123918
chr12_129299320_129299615,0.035155376,0
chr12_129373184_129399534,0.011718459,0
chr12_129822179_129822362,0.011718459,0
chr12_130184355_130185243,0.199213799,0.285011398
chr12_130884224_130898851,0,0.0247836
chr12_131285698_131293249,0.011718459,0
chr12_131297502_131311812,0.011718459,0
chr12_132199367_132262875,0.011718459,0
chr12_132237668_132241189,0,0.0123918
chr12_132249001_132262875,0.011718459,0
chr12_132522227_132539753,0,0.0123918
chr12_133234454_133236095,0.011718459,0
chr12_133266849_133277955,0,0.0123918
chr12_133310971_133312098,0.023436918,0.0247836
chr12_133311992_133331719,0,0.0247836
chr12_133372438_133385135,0.011718459,0
chr12_133383763_133398897,0.011718459,0
chr12_133393126_133398897,0,0.0123918
chr12_133509621_133524856,0.023436918,0
chr12_133768075_133768589,0.058592294,0.0247836
chr12_1372200_1399178,0.046873835,0.0123918
chr12_13906251_13906849,0.035155376,0
chr12_1399018_1399178,0.035155376,0
chr12_1399018_1481143,0.082029211,0
chr12_1399018_1517413,0,0.0123918
chr12_1399018_1519619,0.082029211,0
chr12_1399018_1553916,0.035155376,0
chr12_14576843_14578407,0.09374767,0.0371754
chr12_14576843_14591201,0.023436918,0
chr12_14576843_14599987,0.011718459,0
chr12_14599922_14619524,0.023436918,0
chr12_14609495_14610229,0.023436918,0.0123918
chr12_14609495_14619524,0.023436918,0
chr12_14609495_14628902,0,0.0123918
chr12_15636908_15657003,0.058592294,0
chr12_15656842_15704605,0.011718459,0
chr12_15834160_15835906,0.011718459,0
chr12_1863424_1882127,0.011718459,0
chr12_19406874_19410471,0.023436918,0
chr12_19406874_19418784,0.023436918,0
chr12_19407979_19410471,0.011718459,0
chr12_19422704_19440490,0.011718459,0
chr12_19422704_19475601,0,0.0123918
chr12_19436214_19440490,0.011718459,0
chr12_19473496_19475601,0,0.0123918
chr12_19473496_19522732,0.011718459,0
chr12_19475244_19475601,0,0.0123918
chr12_19489449_19522732,0.011718459,0
chr12_19498776_19501453,0,0.0123918
chr12_19498776_19519043,0.035155376,0
chr12_19501333_19506936,0.011718459,0
chr12_19501333_19514640,0.011718459,0
chr12_19615444_19626289,0.09374767,0.061959
chr12_19615444_19653155,0.023436918,0
chr12_19615444_19667718,0.011718459,0
chr12_19626182_19653155,0.058592294,0.074350799
chr12_19626182_19667718,0,0.0123918
chr12_19665332_19667718,0,0.0123918
chr12_2224390_2229596,0.011718459,0
chr12_22401940_22440227,0.011718459,0
chr12_22622643_22671071,0.011718459,0
chr12_22635491_22659753,0.035155376,0
chr12_22637631_22659753,0.199213799,0
chr12_22643057_22659753,0,0.0371754
chr12_22646157_22659753,0.035155376,0
chr12_22646157_22666313,0.011718459,0
chr12_22796697_22826594,0.128903047,0
chr12_22811948_22826594,0.011718459,0
chr12_23757321_24048958,0.023436918,0
chr12_23793746_24048958,0.011718459,0
chr12_23887618_23908658,0.046873835,0
chr12_23887618_23999127,0.011718459,0
chr12_23887618_24048958,0.023436918,0
chr12_23908572_23999127,0.011718459,0
chr12_23998917_24048958,0.046873835,0
chr12_23998917_24366351,0.011718459,0
chr12_24366277_24430246,0.035155376,0
chr12_247433_250451,0.011718459,0
chr12_24982757_24985797,0.011718459,0
chr12_24982757_25002883,0,0.0123918
chr12_24985657_24989530,0.070310753,0
chr12_24989445_24995158,0.011718459,0
chr12_25297299_25314131,0.011718459,0
chr12_2595270_2602552,0.023436918,0
chr12_2613602_2622150,0.023436918,0
chr12_26208169_26218320,0.011718459,0
chr12_26208169_26220646,0.035155376,0
chr12_26208212_26220646,0.023436918,0
chr12_26217431_26220646,0,0.0123918
chr12_26540367_26808785,0,0.0123918
chr12_26568236_26596583,0,0.0123918
chr12_26589154_26628351,0,0.0123918
chr12_26596476_26629940,0,0.0123918
chr12_26628229_26755639,0.011718459,0.0123918
chr12_26628229_26808785,0,0.0123918
chr12_26703180_26714885,0,0.0123918
chr12_26703180_26755639,0,0.074350799
chr12_26703180_26777289,0,0.0123918
chr12_26703180_26869175,0,0.061959
chr12_26731646_26755639,0,0.0123918
chr12_26748398_26755639,0,0.0123918
chr12_26748398_26784992,0,0.0123918
chr12_26774056_26784992,0,0.0123918
chr12_26780966_26869175,0,0.0371754
chr12_26834807_26869175,0,0.0247836
chr12_26864106_26869175,0,0.0247836
chr12_26864106_26878698,0,0.0371754
chr12_26875330_26943160,0,0.0123918
chr12_27107078_27110676,0.011718459,0
chr12_27109476_27116388,0,0.0123918
chr12_27135706_27152609,0.011718459,0
chr12_27143383_27152609,0.058592294,0
chr12_27143383_27156323,0.046873835,0
chr12_27149675_27152609,0.152339964,0
chr12_27521195_27523163,0,0.0123918
chr12_27829361_27844861,0.011718459,0
chr12_27867713_27877119,0.199213799,0.0247836
chr12_28458582_28460682,0.199213799,0
chr12_28458582_28544344,0.046873835,0
chr12_2906895_2909743,0,0.0123918
chr12_2926389_2927443,0.011718459,0
chr12_2929252_2930958,0.046873835,0.0371754
chr12_2931960_2933418,0.011718459,0.0247836
chr12_2973486_2975687,0.023436918,0
chr12_29812813_29813818,0.023436918,0
chr12_29812813_29904805,0,0.0123918
chr12_2983143_2983691,0.011718459,0
chr12_3018695_3031568,0.011718459,0.0123918
chr12_3042584_3047451,0.011718459,0.0123918
chr12_30822117_30837391,0.011718459,0
chr12_30823896_30827687,0,0.0123918
chr12_30826924_30827687,0.011718459,0
chr12_30826924_30837391,0.011718459,0
chr12_30866719_30877385,0.011718459,0
chr12_30881582_30904067,0,0.0247836
chr12_3120170_3131183,0,0.0123918
chr12_31249571_31250931,0,0.0123918
chr12_31542258_31562318,0.011718459,0
chr12_31542258_31595859,0.011718459,0
chr12_31545201_31545630,0.058592294,0
chr12_31545201_31551296,0.011718459,0
chr12_31555432_31579358,0.011718459,0
chr12_31562197_31600703,0.011718459,0
chr12_31576531_31586182,0.023436918,0
chr12_31586089_31595859,0.023436918,0
chr12_31586089_31600703,0.023436918,0
chr12_31595709_31600703,0.152339964,0.0123918
chr12_31595709_31613315,0.011718459,0
chr12_31595709_31648853,0.023436918,0
chr12_31600472_31605410,0.011718459,0
chr12_31600472_31613315,0.035155376,0
chr12_31600472_31633189,0.011718459,0
chr12_31604874_31648853,0.011718459,0
chr12_31613128_31648853,0.011718459,0
chr12_31613128_31652605,0.011718459,0
chr12_31632523_31633189,0.011718459,0
chr12_31648744_31652605,0.035155376,0
chr12_31841941_31854941,0.023436918,0
chr12_31850295_31862359,0.011718459,0
chr12_32133812_32140256,0.023436918,0
chr12_32458631_32459056,0,0.0123918
chr12_32729200_32764217,0.035155376,0
chr12_32734894_32764217,0.035155376,0
chr12_32734894_32778002,0.011718459,0
chr12_32751431_32754357,0.058592294,0.0371754
chr12_32751431_32764217,0.292961469,0.074350799
chr12_32751431_32772804,0.011718459,0
chr12_32751431_32778713,0.035155376,0
chr12_32760891_32764217,0.105466129,0.0247836
chr12_32772632_32786623,0.046873835,0
chr12_32854349_32866305,0.011718459,0
chr12_32861087_32866305,0.023436918,0
chr12_32861087_32871697,0.011718459,0.0123918
chr12_32861087_32895682,0.011718459,0
chr12_32866143_32875567,0,0.0247836
chr12_32871577_32875567,0.011718459,0
chr12_32871577_32884445,0.011718459,0
chr12_32883948_32895682,0,0.0123918
chr12_401925_465703,0.011718459,0
chr12_40258564_40442012,0.011718459,0
chr12_41900258_41903715,0.011718459,0
chr12_42729685_42768876,0,0.0123918
chr12_42745687_42792796,0.035155376,0.0247836
chr12_42748963_42781337,0.023436918,0
chr12_42748963_42792796,0.058592294,0.0371754
chr12_42768665_42792796,0.011718459,0.0123918
chr12_438001_465703,0.011718459,0
chr12_44136260_44142412,0,0.0123918
chr12_44537328_44605170,0.011718459,0
chr12_44926364_44926504,0.011718459,0
chr12_45097509_45108524,0.058592294,0.0247836
chr12_45168530_45269683,0.011718459,0.0123918
chr12_45725078_45744557,0.011718459,0
chr12_45771836_45784281,0.023436918,0
chr12_45814854_45815056,0.011718459,0
chr12_459787_461490,0.023436918,0
chr12_459787_463400,0.023436918,0.0123918
chr12_459787_465703,0,0.0123918
chr12_46205201_46215270,0.011718459,0
chr12_46230372_46233279,0.164058423,0.0123918
chr12_46230372_46254732,0.164058423,0
chr12_46240639_46254732,0.023436918,0
chr12_46285563_46287504,0.058592294,0.0247836
chr12_46319925_46322642,0.046873835,0
chr12_46342220_46345510,0.046873835,0.0247836
chr12_46355483_46369517,0.011718459,0
chr12_46622936_46633676,0.011718459,0
chr12_46622936_46637097,0.152339964,0.0247836
chr12_46622936_46648719,0.035155376,0
chr12_46633462_46637097,0.058592294,0
chr12_4766914_4778983,0.011718459,0
chr12_48060763_48061634,0.011718459,0
chr12_4835698_4855424,0.011718459,0
chr12_4835698_4874712,0.011718459,0
chr12_48457493_48491907,0,0.0247836
chr12_48477374_48491907,0.011718459,0
chr12_4848329_4874712,0.035155376,0
chr12_4853683_4855424,0.011718459,0
chr12_49054149_49061572,0.011718459,0
chr12_49169086_49169233,0.023436918,0
chr12_49227060_49228280,0.011718459,0
chr12_49333438_49334971,0.105466129,0.0123918
chr12_49722710_49723774,0,0.0123918
chr12_49854553_49884514,0.011718459,0.0123918
chr12_49854553_49893988,0.023436918,0
chr12_49883248_49893988,0.011718459,0
chr12_49888524_49893988,0.070310753,0
chr12_49890616_49893988,0.011718459,0
chr12_50042812_50043122,0,0.0123918
chr12_50048693_50062337,0,0.0123918
chr12_50059615_50062337,0.011718459,0
chr12_50384467_50400419,0.011718459,0
chr12_50385781_50386438,0.058592294,0.0123918
chr12_50385781_50388292,0.011718459,0
chr12_50821545_50822873,0.035155376,0.0123918
chr12_50821545_50824353,0.046873835,0.0495672
chr12_50821545_50829407,0.011718459,0.0123918
chr12_50821545_50835426,0.070310753,0
chr12_50821545_50867950,0.011718459,0
chr12_50824278_50829407,0,0.0123918
chr12_50824278_50835426,0,0.0123918
