,SY5Y_exp1_D0,SY5Y_exp1_D2,SY5Y_exp1_D4,SY5Y_exp2_D0,SY5Y_exp2_D4,SY5Y_exp2_D8
chrX_76907604_76912143_-,0,0,0,0.033979442,0,0
chrX_79962926_79975155_-,0,0,0.070640192,0,0,0
chrX_139865340_139866824_+,0.040678193,0,0,0.118928048,0.14063404,0
chr7_36320724_36336796_+,0.040678193,0,0,0,0,0
chr10_26994215_26998697_+,0,0,0,0.033979442,0,0
chr15_59323003_59323901_+,0.040678193,0.048920448,0,0,0,0
chr3_63884075_63898901_+,0.040678193,0,0.047093461,0,0,0
chr1_243468015_243507633_+,0,0,0,0.033979442,0,0
chr3_180665653_180667131_+,0,0.073380672,0.070640192,0,0,0
chr17_45753775_45754493_+,0,0.048920448,0,0,0,0
chr1_89236035_89237562_+,0,0.097840896,0,0,0,0
chr2_191523884_191537878_+,0,0.146761344,0,0.033979442,0,0
chr10_120460818_120489922_-,0.040678193,0,0,0,0,0
chr2_168994598_169038600_-,0.06101729,0.073380672,0,0,0,0
chr6_82920531_82922510_-,0.081356387,0.073380672,0.070640192,0,0,0
chr10_412215_430086_-,0,0,0.047093461,0,0,0
chr5_179136874_179147561_+,0.040678193,0.048920448,0,0,0,0
chr11_61133517_61135470_+,0.040678193,0.269062464,0,0.033979442,0.060271731,0
chr1_118003111_118045592_+,0,0,0.047093461,0.033979442,0,0
chr17_46189393_46190763_+,0.06101729,0.073380672,0,0,0,0
chr6_158870028_158873300_+,0.081356387,0,0,0,0,0
chr15_90431753_90432372_-,0.101695483,0.048920448,0.047093461,0,0,0
chr11_120347370_120348235_+,0.081356387,0.048920448,0,0,0,0
chr1_168200752_168201157_+,0,0.048920448,0,0,0,0
chr7_155499554_155511137_+,0,0,0,0.033979442,0,0
chr7_24784181_24789412_-,0,0.048920448,0,0,0,0
chr11_120345269_120348235_+,0.081356387,0.048920448,0,0,0,0
chr19_46357433_46357765_-,0.040678193,0,0,0,0,0
chr5_61846194_61897675_+,0.040678193,0,0,0,0,0
chr10_13214376_13214765_+,0.06101729,0,0.047093461,0.033979442,0,0
chr8_18622959_18662408_-,0.142373677,0.195681792,0,0.050969163,0,0
chr21_34793787_34805178_+,0,0,0.047093461,0,0,0
chr10_5751493_5754881_+,0,0,0.047093461,0,0,0
chr14_96986392_96991728_+,0,0.048920448,0,0,0,0
chr16_67644727_67646024_+,0,0,0,0,0.040181154,0
chr6_56716195_56765419_-,0,0.048920448,0,0,0,0
chr3_61608137_61609229_+,0.040678193,0,0,0,0,0
chr15_63824846_63855207_+,0.040678193,0,0,0.033979442,0.060271731,0
chr2_207144264_207162097_+,0.081356387,0.073380672,0.047093461,0.033979442,0.040181154,0
chr7_140301203_140302342_-,0,0,0.047093461,0,0,0
chr15_44046022_44048964_+,0.040678193,0.048920448,0,0,0,0
chr2_233599865_233613792_+,0.06101729,0,0,0,0,0
chr12_107236367_107237725_+,0.101695483,0,0,0.033979442,0,0
chr1_8601273_8617582_-,0.040678193,0.048920448,0.117733653,0.050969163,0.060271731,0
chr8_141856359_141874498_-,0.081356387,0.097840896,0.094186922,0,0,0
chr17_28808161_28811788_+,0,0,0.047093461,0,0,0
chr22_28269726_28293880_-,0.040678193,0,0,0,0,0
chr5_77711344_77717784_+,0.06101729,0.048920448,0,0,0,0
chr7_129760589_129762042_+,0.06101729,0,0,0.050969163,0,0
chr9_97535284_97563284_+,0,0.073380672,0,0,0,0
chr2_168994598_168997268_-,0.040678193,0,0,0,0,0
chr2_70451686_70457986_-,0.040678193,0,0.047093461,0,0,0
chr15_52718027_52725482_-,0.040678193,0,0,0,0,0
chr22_38890635_38897285_-,0.101695483,0.073380672,0.070640192,0,0,0
chr13_47297356_47308133_+,0.142373677,0.097840896,0.070640192,0.050969163,0.040181154,0
chr17_60061532_60062451_-,0.040678193,0,0,0.033979442,0,0
chr14_96807859_96813678_-,0,0,0.070640192,0,0,0
chr2_11905659_11907984_+,0.081356387,0.048920448,0,0,0,0
chr1_16199311_16203173_+,0.040678193,0,0,0,0,0
chr1_21091870_21100103_-,0,0,0.047093461,0,0,0
chr1_243675626_243736350_-,0,0.048920448,0,0,0,0
chr5_170305101_170308900_+,0,0.048920448,0,0.033979442,0,0
chr5_78936674_78964851_+,0.040678193,0,0,0.033979442,0,0
chr8_67986478_67988816_+,0.06101729,0,0,0,0,0
chr3_197541779_197547301_+,0.06101729,0,0.117733653,0,0,0
chr6_13228048_13230425_+,0.06101729,0,0.047093461,0,0,0
chr2_20974570_20990158_-,0,0.073380672,0,0,0,0
chr1_211952260_211966532_-,0.101695483,0.073380672,0.070640192,0,0,0
chr17_18768782_18769265_+,0.06101729,0,0,0.033979442,0,0
chr1_107866904_107867544_+,0,0.048920448,0,0,0,0
chr14_73614503_73664837_+,0.040678193,0,0,0,0,0
chr11_77396150_77404656_-,0,0,0,0.033979442,0,0
chr14_31596991_31602881_-,0.101695483,0.146761344,0,0,0,0
chr20_30904021_30904677_+,0.040678193,0.048920448,0,0,0,0
chr10_65140078_65164725_-,0,0,0.047093461,0,0,0
chr1_58971732_59004982_-,0,0,0.047093461,0.033979442,0,0
chr8_131172110_131193126_-,0,0,0,0.050969163,0.040181154,0
chr3_52238709_52240767_+,0.06101729,0,0,0,0,0
chr1_235643370_235658138_-,0.040678193,0,0,0,0,0
chr12_102433646_102439897_-,0,0.048920448,0,0,0,0
chr10_32759992_32762951_+,0.081356387,0.048920448,0,0,0,0
chr2_9458653_9468040_+,0.040678193,0.048920448,0.047093461,0,0,0
chr21_34066538_34067592_-,0,0.073380672,0,0,0,0
chr10_70545893_70546449_+,0,0.073380672,0,0,0,0
chrX_138897037_138908982_-,0.040678193,0,0,0,0,0
chr2_122260743_122287901_-,0.040678193,0.195681792,0.094186922,0.067958884,0,0
chr12_88898936_88939642_-,0,0.048920448,0,0,0,0
chr3_170906491_170912424_-,0.081356387,0.048920448,0,0.033979442,0,0
chr1_151630711_151641111_+,0.06101729,0,0,0,0.040181154,0
chr14_102506573_102507010_+,0.18305187,0.171221568,0.094186922,0,0,0
chr1_21599192_21616649_-,0,0.048920448,0,0,0,0
chr2_206992521_206994966_-,0.040678193,0.048920448,0,0,0,0
chr17_76075476_76083174_+,0,0.073380672,0,0,0,0
chr1_11133991_11137005_-,0.040678193,0,0,0,0,0
chr3_8977555_8990254_-,0,0,0.047093461,0,0,0
chr12_111990084_111993723_-,0.081356387,0.269062464,0.117733653,0.050969163,0.060271731,0
chr2_160229556_160231264_-,0,0,0,0,0.040181154,0
chr1_208383625_208391347_-,0.040678193,0.12230112,0.047093461,0,0,0
chr13_96375496_96377506_+,0.142373677,0.12230112,0.070640192,0,0.080362309,0
chr10_5838726_5842668_-,0.06101729,0,0,0,0,0
chr2_135010666_135028121_+,0,0.12230112,0,0,0,0
chr11_130130751_130131824_-,0.284747353,0.440284032,0.211920575,0.084948606,0.060271731,0
chr18_76856476_76886375_+,0,0,0.047093461,0,0.040181154,0
chr6_17665470_17669259_-,0,0,0.047093461,0,0,0
chr7_140034434_140037149_-,0.040678193,0,0,0,0,0
chr17_58538024_58539422_-,0.040678193,0,0,0,0,0
chr18_46858234_46906128_-,0.040678193,0.097840896,0.094186922,0.033979442,0,0
chr16_71779047_71779517_-,0.040678193,0,0,0,0,0
chr5_59934577_59943360_-,0.040678193,0.048920448,0,0,0,0
chr10_114286846_114298089_+,0,0.048920448,0,0.033979442,0,0
chr4_88116476_88116842_-,0,0.048920448,0,0.033979442,0.060271731,0
chr13_98865474_98865667_+,0.040678193,0,0,0,0,0
chr18_39595440_39609405_+,0,0.048920448,0,0,0,0
chr8_67383665_67386173_+,0.06101729,0,0,0,0,0
chr1_45223228_45223812_+,0.081356387,0.171221568,0.070640192,0,0,0
chr14_73614503_73640415_+,0,0.048920448,0.047093461,0,0,0
chr7_64004085_64004810_-,0.06101729,0,0,0,0,0
chr1_78267016_78280916_+,0.06101729,0.048920448,0,0,0,0
chr8_90736857_90737869_-,0,0,0.047093461,0,0,0
chr17_58700882_58711338_+,0.040678193,0,0,0,0,0
chr12_111947353_111948386_-,0,0.097840896,0,0,0,0
chr5_133534777_133541822_-,0.040678193,0.073380672,0,0,0,0
chr17_49118862_49133843_-,0,0.048920448,0,0,0,0
chr2_61710092_61717911_-,0,0.073380672,0.094186922,0,0.080362309,0
chr2_210968828_211019335_-,0.06101729,0.048920448,0.047093461,0,0,0
chr5_132400672_132412590_+,0.12203458,0,0,0,0,0
chr3_63884075_63938159_+,0,0,0.047093461,0.033979442,0,0
chr2_174819601_174820960_-,0.081356387,0.097840896,0,0,0,0
chr9_140611078_140646860_+,0,0.048920448,0,0,0.040181154,0
chr2_75745182_75753325_-,0.06101729,0,0,0,0,0
chr9_14639894_14674383_-,0,0,0,0,0.040181154,0
chr21_34787195_34805178_+,0,0.048920448,0,0,0,0
chr8_124243540_124251384_-,0,0.097840896,0.047093461,0,0,0
chr10_5836848_5842668_-,0,0.073380672,0,0.084948606,0,0
chr4_47877144_47888016_-,0.040678193,0,0,0,0,0
chr10_128768966_128798571_+,0.06101729,0.12230112,0,0,0.040181154,0
chr13_20425495_20426330_-,0,0,0,0,0.040181154,0
chr9_131271155_131277918_+,0,0.048920448,0.070640192,0,0,0
chr10_70547684_70548085_+,0,0.097840896,0,0,0,0
chr4_40936473_40947090_-,0.040678193,0,0,0,0,0
chr4_1902353_1932497_+,0.081356387,0.048920448,0,0.050969163,0,0
chr7_73510952_73511519_+,0,0,0.047093461,0,0.040181154,0
chr1_246599247_246603426_-,0,0.048920448,0,0,0,0
chr5_72157635_72161556_+,0,0,0.117733653,0,0,0
chr9_35546427_35548532_+,0.040678193,0,0,0,0,0
chr7_39726230_39736458_+,0.040678193,0,0,0,0,0
chr5_170610203_170632616_+,0.081356387,0,0,0,0,0
chr7_80418622_80435074_-,0.06101729,0,0,0,0,0
chr14_71867511_71884913_+,0.040678193,0,0,0,0,0
chrX_53672263_53707139_-,0.040678193,0,0,0,0,0
chr6_42571326_42580029_+,0,0.048920448,0,0,0,0
chr11_117150624_117150975_+,0.06101729,0,0,0,0,0
chr7_91924203_91981956_+,0.040678193,0.048920448,0,0.033979442,0,0
chr16_68893787_68914533_+,0.040678193,0,0,0,0,0
chr8_41905896_41907225_-,0,0.048920448,0,0,0,0
chr7_73770740_73771807_+,0.06101729,0.048920448,0.047093461,0,0,0
chr16_89824985_89828430_-,0,0.048920448,0,0,0,0
chr4_103225474_103236987_-,0.12203458,0,0,0,0,0
chr17_49340635_49346265_+,0.101695483,0,0.047093461,0,0,0
chr21_47734630_47735461_-,0.040678193,0,0,0,0,0
chr2_32339707_32341281_+,0,0.097840896,0.047093461,0,0,0
chr20_62407031_62422143_-,0.040678193,0,0,0,0,0
chr17_57076742_57094785_-,0,0.048920448,0,0,0,0
chr15_28491027_28493882_-,0,0,0,0,0.060271731,0
chrX_64295354_64333693_+,0.040678193,0,0,0,0,0
chr2_122514816_122519100_+,0,0.073380672,0,0.033979442,0,0
chr10_123661906_123683844_-,0,0.048920448,0,0,0,0
chr17_45740455_45745776_+,0.081356387,0,0.094186922,0,0.040181154,0
chr2_69585461_69590802_-,0,0.048920448,0,0,0,0
chr12_12788711_12788908_+,0,0,0.047093461,0,0,0
chr17_19213198_19232960_+,0.040678193,0.048920448,0,0,0,0
chr9_127670656_127674305_-,0,0,0.117733653,0,0,0
chr8_17847368_17851128_+,0,0,0.117733653,0,0,0
chr15_44048847_44055404_+,0.06101729,0,0,0,0,0
chr3_27453133_27465643_-,0.040678193,0.097840896,0,0,0.060271731,0
chr21_47768926_47769734_+,0,0.048920448,0,0,0,0
chr8_141840571_141874498_-,0.040678193,0,0,0,0,0
chr17_63739186_63746842_-,0,0.073380672,0,0,0,0
chr3_44871463_44881948_+,0.06101729,0,0,0,0,0
chr2_38536521_38546161_-,0,0.048920448,0,0,0,0
chr1_220386229_220387321_-,0.081356387,0,0,0,0,0
chr9_115336337_115337531_+,0.101695483,0.12230112,0.094186922,0,0.040181154,0
chr12_69983265_69987393_+,0.06101729,0.048920448,0.070640192,0,0,0
chr6_7303783_7310262_-,0.040678193,0,0,0,0,0
chr22_30374431_30387659_+,0.040678193,0,0,0,0,0
chr5_176963359_176966148_-,0,0.146761344,0.047093461,0,0,0
chr7_141336760_141349133_+,0.040678193,0,0,0,0,0
chr20_21321359_21327188_+,0,0,0.047093461,0,0,0
chr6_158850768_158873300_+,0.040678193,0,0,0,0,0
chr20_50255882_50307358_-,0,0,0,0,0.040181154,0
chr7_103828699_103844682_-,0.081356387,0.048920448,0,0,0,0
chr6_158317859_158331057_+,0.040678193,0,0,0,0,0
chr15_101104897_101105470_-,0.12203458,0.097840896,0.070640192,0,0.040181154,0
chr7_138579088_138597206_-,0.081356387,0.048920448,0.047093461,0,0,0
chr10_86177527_86198463_+,0,0.048920448,0,0,0,0
chr16_84773915_84779279_+,0.142373677,0.097840896,0,0,0,0
chr14_66028055_66028484_+,0.081356387,0.146761344,0.047093461,0.050969163,0,0
chr5_108281831_108295048_+,0,0,0.047093461,0,0,0
chr3_196533450_196534785_+,0.06101729,0.073380672,0,0,0,0
chr21_27423316_27425664_-,0.06101729,0,0,0,0,0
chr1_161748034_161753886_+,0,0.048920448,0,0,0.040181154,0
chr14_91947920_91952074_-,0.081356387,0,0.141280383,0,0,0
chr14_64065474_64066691_-,0.101695483,0,0.094186922,0,0,0
chr22_46085592_46114373_+,0.06101729,0,0.047093461,0,0,0
chr5_14741936_14758707_-,0,0.073380672,0,0,0,0
chr2_201283973_201284219_+,0,0,0,0,0.040181154,0
chr10_12123471_12133683_+,0.223730063,0.073380672,0,0,0,0
chr3_66286968_66313803_+,0.040678193,0,0,0,0,0
chr22_25771780_25777545_-,0.06101729,0,0,0,0,0
chr11_46529741_46534363_-,0.040678193,0,0,0,0,0
chr9_74477467_74489999_-,0,0,0,0.033979442,0,0
chr11_32611093_32617593_+,0.06101729,0.073380672,0,0,0,0
chr4_139964228_139966543_+,0.040678193,0,0,0,0,0
chr1_202742246_202746222_-,0,0,0,0,0.040181154,0
chr9_33953283_33973235_-,0.040678193,0.073380672,0,0,0,0
chr13_108175912_108179689_-,0.040678193,0,0.117733653,0,0,0
chr5_134076753_134079742_+,0.101695483,0,0,0,0,0
chr1_46543187_46546422_-,0,0.048920448,0,0,0,0
chr14_89041037_89044484_+,0.06101729,0.048920448,0,0,0,0
chr15_69728477_69729061_+,0,0.048920448,0,0,0,0
chr8_141749117_141762415_-,0.162712773,0.171221568,0.094186922,0,0.080362309,0
chr6_42571326_42574389_+,0.06101729,0,0,0,0,0
chr3_101389974_101391057_-,0.06101729,0,0.047093461,0,0,0
chr5_134002513_134007576_+,0.040678193,0,0,0,0,0
chr8_61496767_61504528_+,0,0.097840896,0,0,0,0
chr4_146767108_146770713_-,0,0.073380672,0.047093461,0,0,0
chr2_128520636_128528578_-,0,0.048920448,0.047093461,0,0,0
chr4_170458960_170477246_-,0,0.048920448,0.070640192,0,0,0
chr5_138145727_138147991_+,0.06101729,0,0,0,0,0
chr11_74521229_74528759_+,0.06101729,0,0,0,0,0
chr8_98817581_98837381_+,0.06101729,0.048920448,0,0,0,0
chr2_203329532_203332412_+,0.30508645,0.269062464,0.141280383,0.067958884,0,0
chr1_236966728_236969533_+,0.040678193,0,0,0,0,0
chr2_25458576_25459874_-,0,0.073380672,0,0,0,0
chr1_155408118_155429689_-,0.12203458,0.146761344,0.117733653,0,0,0
chr9_125042722_125054119_+,0,0,0.047093461,0,0,0
chr19_17387304_17387718_+,0,0.073380672,0,0,0,0
chr17_47388674_47389404_-,0.06101729,0,0,0,0,0
chr6_84108086_84117620_-,0.18305187,0.12230112,0.070640192,0,0,0
chr9_128099297_128099870_+,0.12203458,0,0.047093461,0,0,0
chr2_230723488_230744844_-,0,0,0,0.033979442,0,0
chr18_76953183_76974038_+,0,0,0,0,0.040181154,0
chr2_32703703_32718734_+,0,0.073380672,0.070640192,0,0,0
chr9_20819795_20823114_+,0.12203458,0.195681792,0.047093461,0,0,0
chr2_168986051_168997268_-,0,0.048920448,0,0,0,0
chr20_21346059_21349228_+,0.040678193,0.12230112,0,0,0,0
chr11_120916383_120930794_+,0,0.073380672,0.070640192,0.050969163,0,0
chr8_38677040_38678153_+,0.040678193,0,0,0,0,0
chr20_34446224_34459751_+,0,0,0,0,0.060271731,0
chr7_102106264_102106717_+,0.06101729,0.12230112,0,0,0,0
chr2_203162102_203162629_+,0.06101729,0,0,0.033979442,0,0
chr3_31617888_31641951_+,0,0.048920448,0.047093461,0,0,0
chr7_44684926_44687358_+,0.040678193,0.048920448,0,0,0,0
chr6_159004986_159006457_+,0,0.048920448,0.047093461,0,0,0
chr10_105199503_105200607_+,0.162712773,0,0,0,0,0
chr4_128590191_128609022_+,0,0.048920448,0,0,0,0
chr2_197777606_197784874_-,0.040678193,0,0,0,0,0
chr13_23927924_23945304_-,0,0.073380672,0,0,0,0
chr9_33996221_34017187_-,0,0.12230112,0.047093461,0,0,0
chr1_222897434_222898897_+,0.040678193,0,0.094186922,0,0,0
chr18_56601665_56621031_+,0,0.12230112,0,0,0,0
chr20_32207323_32211102_+,0.12203458,0.171221568,0.094186922,0,0.120543463,0
chr18_51804073_51813781_+,0.040678193,0.073380672,0.094186922,0,0,0
chr17_80141650_80146295_-,0,0.048920448,0,0,0,0
chr16_70294947_70296427_-,0,0.048920448,0,0,0,0
chr13_61013822_61041513_+,0.12203458,0.146761344,0,0.033979442,0,0
chr19_47919909_47920607_-,0.12203458,0,0,0,0,0
chr4_83375875_83378191_+,0.040678193,0,0,0.033979442,0,0
chr20_60714131_60716000_-,0.040678193,0.048920448,0,0,0,0
chr9_115013209_115060196_-,0.06101729,0,0,0,0,0
chr1_11133991_11134383_-,0,0,0.047093461,0,0,0
chr12_121220458_121222396_-,0.040678193,0,0.047093461,0.033979442,0,0
chr21_45499445_45500008_+,0,0,0,0.033979442,0,0
chr2_47202112_47206046_+,0.040678193,0.048920448,0,0,0,0
chr2_215657021_215661841_-,0.040678193,0.048920448,0,0,0,0
chr9_115030329_115060196_-,0.06101729,0.073380672,0.047093461,0,0,0
chr15_50592986_50601995_-,0.040678193,0.097840896,0,0,0,0
chr17_34864901_34867294_-,0,0.097840896,0,0,0,0
chr7_156549087_156619438_-,0,0.097840896,0.117733653,0,0,0
chr14_102661275_102664184_+,0.040678193,0,0,0,0,0
chr1_94360170_94367225_-,0,0.048920448,0,0,0,0
chr12_98921664_98931350_+,0,0.048920448,0,0,0,0
chr16_47143394_47165936_-,0.040678193,0,0,0,0,0
chr2_131829428_131840230_-,0,0.048920448,0.047093461,0,0,0
chr2_128747138_128747440_-,0.040678193,0,0,0,0,0
chr4_83793097_83796975_-,0,0.048920448,0,0,0,0
chr4_10099335_10105610_-,0,0.048920448,0,0.050969163,0,0
chr1_24840804_24841057_+,0,0,0,0,0.040181154,0
chr16_17352845_17353355_-,0,0.048920448,0,0.033979442,0.100452886,0
chr1_70766447_70781249_-,0,0.048920448,0,0,0,0
chr1_176050288_176105683_-,0,0.097840896,0,0.033979442,0,0
chr6_17661884_17676001_-,0.040678193,0,0,0,0,0
chr1_97235259_97236407_+,0.081356387,0,0,0,0,0
chr13_30801549_30815223_-,0,0.048920448,0,0,0,0
chr3_47702784_47719801_-,0,0,0.070640192,0,0.040181154,0
chr1_155644801_155649303_-,0.040678193,0.073380672,0,0,0.040181154,0
chr9_113703701_113735838_-,0,0.048920448,0,0,0,0
chr22_28692186_28693840_-,0.040678193,0.073380672,0,0,0,0
chr15_76584772_76588078_-,0.081356387,0.048920448,0,0,0,0
chr9_33886879_33900269_+,0.040678193,0.048920448,0,0,0.040181154,0
chr7_104925456_104937980_-,0,0,0,0.033979442,0,0
chr1_227327277_227335260_-,0.06101729,0,0.070640192,0,0,0
chr12_117365828_117402659_+,0.101695483,0.097840896,0,0,0,0
chr17_73238417_73239651_-,0,0,0.047093461,0,0,0
chr5_135483521_135499080_+,0,0.048920448,0,0,0,0
chr8_131370263_131414216_-,0.040678193,0,0,0,0,0
chr1_145594039_145595220_-,0.06101729,0,0,0,0,0
chr18_45391430_45396935_-,0.12203458,0.048920448,0.047093461,0.033979442,0,0
chr5_10213603_10227759_-,0,0.048920448,0,0,0,0
chr16_72984368_72994093_-,0,0.048920448,0,0.050969163,0,0
chr2_20497314_20527139_-,0.040678193,0,0,0,0,0
chr3_48726971_48728915_-,0.040678193,0,0,0,0,0
chr4_2701407_2702271_+,0,0.048920448,0,0,0,0
chr7_77214860_77230123_+,0,0,0,0,0.040181154,0
chr18_61018121_61030101_-,0,0,0,0.033979442,0,0
chr4_185580494_185599548_+,0,0,0,0,0.040181154,0
chr10_31661947_31676727_+,0,0,0.047093461,0,0,0
chr3_50142510_50143142_+,0.06101729,0,0,0,0,0
chr17_65916131_65919106_+,0.040678193,0,0,0,0,0
chr8_131370263_131374034_-,0,0.048920448,0,0,0,0
chr18_29412047_29419420_-,0.081356387,0,0.047093461,0,0,0
chr6_79770195_79770535_-,0.142373677,0.171221568,0.094186922,0,0.040181154,0
chr6_90461150_90472249_-,0.040678193,0,0.047093461,0,0,0
chr3_138289160_138291826_-,0,0.073380672,0.047093461,0,0,0
chr2_24046128_24046439_-,0.101695483,0,0,0,0,0
chr14_102368056_102372866_+,0,0.048920448,0,0,0,0
chr5_43675613_43677908_+,0.040678193,0.12230112,0,0,0,0
chr15_43086842_43109295_-,0,0,0.047093461,0,0,0
chr14_73614503_73614814_+,0.162712773,0.048920448,0.094186922,0,0,0
chr20_23370583_23383709_-,0,0.048920448,0,0,0,0
chr12_12672796_12674397_-,0,0.097840896,0,0,0.040181154,0
chr15_85657104_85658718_+,0.040678193,0,0.070640192,0,0,0
chr16_81385188_81411307_+,0.040678193,0,0.047093461,0,0,0
chr15_55516087_55527154_-,0,0.048920448,0,0,0,0
chr18_9204474_9221997_+,0.06101729,0.073380672,0,0.033979442,0,0
chr7_72883847_72884813_-,0.18305187,0.195681792,0,0.067958884,0,0
chr17_49294695_49302570_-,0.101695483,0,0.047093461,0,0,0
chr2_68717322_68740812_+,0.040678193,0,0,0,0,0
chr4_110384057_110384800_+,0.06101729,0,0,0.033979442,0,0
chr18_46284290_46288060_+,0.081356387,0,0,0,0,0
chr12_44537328_44605170_+,0,0,0,0,0.040181154,0
chr3_172504283_172525714_+,0,0.048920448,0,0,0,0
chr8_28570974_28575724_+,0.12203458,0,0,0.033979442,0,0
chr1_23376880_23385660_+,0,0.048920448,0,0,0,0
chr2_207144264_207146633_+,0.040678193,0,0,0,0,0
chr3_3819409_3830758_-,0.081356387,0.12230112,0.047093461,0.050969163,0.040181154,0
chr16_58608513_58617086_-,0,0.073380672,0,0,0,0
chr1_223991876_223994649_-,0.040678193,0.073380672,0,0,0,0
chr17_34910661_34923615_+,0,0.048920448,0,0,0,0
chr1_179972309_179975702_+,0,0.048920448,0.070640192,0,0,0
chr9_33953283_33956144_-,0.06101729,0,0,0,0,0
chr2_24205766_24207701_+,0,0,0.047093461,0,0,0
chr7_136935977_136939721_-,0,0.073380672,0,0,0.060271731,0
chr7_40037093_40041630_+,0.040678193,0.048920448,0.047093461,0,0.060271731,0
chr7_27668990_27672064_-,0.06101729,0.073380672,0.070640192,0,0,0
chr12_42768665_42792796_+,0.06101729,0,0,0,0,0
chr2_215609791_215661841_-,0,0,0.047093461,0.033979442,0,0
chr9_111812563_111826847_-,0.040678193,0,0,0,0,0
chr10_128795012_128798571_+,0,0,0,0,0.040181154,0
chr7_92921015_92940584_+,0.040678193,0,0.047093461,0,0,0
chr10_11639630_11643979_-,0,0,0,0,0.040181154,0
chr18_13681604_13682104_-,0,0,0,0,0.040181154,0
chr9_96827016_96850545_+,0,0,0,0.033979442,0,0
chr4_56877578_56878151_+,0,0,0,0.033979442,0,0
chr2_42946128_42950175_+,0.203390967,0.073380672,0.117733653,0.050969163,0,0
chr5_172359439_172362313_+,0.040678193,0,0,0,0,0
chr7_90355881_90377090_+,0.06101729,0,0,0,0.060271731,0
chr6_157357969_157431695_+,0,0,0,0,0.040181154,0
chr13_49741380_49749677_+,0.040678193,0,0,0,0,0
chr17_57842332_57851246_+,0.081356387,0,0,0,0,0
chr2_106761646_106782539_-,0,0,0,0,0.040181154,0
chr3_41265512_41280845_+,0.040678193,0.073380672,0,0,0,0
chr15_73052748_73067438_-,0.040678193,0,0,0,0,0
chr1_236969444_236979843_+,0.081356387,0,0.094186922,0,0,0
chr20_43545397_43547918_+,0,0,0.047093461,0,0,0
chr18_76856476_76914555_+,0,0.048920448,0,0,0,0
chr6_87925621_87928449_+,0.203390967,0.391363584,0.141280383,0.067958884,0.100452886,0
chr2_175740516_175742856_-,0,0.073380672,0,0,0,0
chr11_47774468_47776216_-,0.06101729,0,0,0,0,0
chr1_84644860_84680000_+,0,0.073380672,0,0,0,0
chr3_167754624_167759262_-,0.040678193,0.048920448,0,0,0,0
chr3_43341246_43345284_+,0,0,0,0,0.040181154,0
chr13_114806476_114839312_-,0.040678193,0,0,0,0,0
chr5_171337576_171341409_-,0,0,0,0,0.040181154,0
chr9_140622801_140638542_+,0.040678193,0,0,0,0,0
chr11_102233627_102239279_+,0,0,0.047093461,0,0,0
chr14_56114743_56115588_+,0.040678193,0,0.047093461,0,0,0
chr3_66293627_66313803_+,0,0.073380672,0,0,0,0
chr6_57058640_57075243_-,0.081356387,0,0.047093461,0,0,0
chr1_115005726_115007010_-,0.06101729,0.073380672,0.188373844,0.033979442,0.060271731,0
chr5_177046079_177059739_-,0,0,0,0.033979442,0,0
chr17_18110129_18111689_+,0.06101729,0,0,0,0,0
chr4_73984405_73991029_-,0.081356387,0,0.047093461,0,0,0
chr4_1902353_1920350_+,0,0,0.070640192,0.033979442,0,0
chr16_74694830_74695349_-,0,0,0.070640192,0,0,0
chr16_11063018_11076848_+,0.06101729,0,0,0,0,0
chr9_77631184_77632364_-,0.06101729,0.048920448,0.070640192,0,0,0
chr2_197777606_197787849_-,0,0,0,0.050969163,0,0
chr12_112371690_112381173_-,0,0,0,0,0.040181154,0
chr7_156758964_156759786_+,0.040678193,0,0,0.050969163,0,0
chr2_160005653_160007067_+,0.040678193,0,0,0,0,0
chr11_94532556_94533477_+,0,0.097840896,0,0,0,0
chr1_146724278_146731572_+,0.06101729,0.048920448,0,0,0,0
chr18_53017590_53018234_-,0.081356387,0.048920448,0,0,0,0
chr6_170162525_170168267_+,0.040678193,0.048920448,0,0,0,0
chr8_141745350_141762415_-,0,0,0,0,0.040181154,0
chr22_46085592_46098727_+,0,0.048920448,0.047093461,0,0,0
chr13_61013822_61034674_+,0.06101729,0.048920448,0,0,0,0
chr21_35091102_35094956_+,0,0.073380672,0,0,0,0
chr12_123062219_123065217_+,0.040678193,0,0,0,0,0
chr2_26587170_26598016_+,0,0.097840896,0,0,0,0
chr1_108690901_108703915_-,0,0.073380672,0,0,0,0
chr3_128984392_128985942_+,0,0.048920448,0,0,0,0
chr17_60111148_60112969_-,0,0.12230112,0,0.033979442,0,0
chr10_1125951_1126416_+,0.101695483,0.171221568,0,0,0.040181154,0
chr12_54635528_54651476_-,0.040678193,0,0,0,0,0
chr11_118656761_118657227_-,0,0.048920448,0.047093461,0,0,0
chr1_150202906_150204264_-,0.081356387,0,0.047093461,0,0,0
chr2_179400459_179407088_+,0.142373677,0,0,0.033979442,0,0
chr10_22193451_22209892_-,0,0.048920448,0,0,0,0
chr7_99701032_99701315_+,0.040678193,0.12230112,0,0,0.040181154,0
chr19_41242891_41243674_+,0.040678193,0.12230112,0,0,0,0
chr3_72890196_72893574_-,0.040678193,0,0,0,0,0
chr7_2269619_2270399_-,0.040678193,0.048920448,0,0,0,0
chr16_69317951_69318147_+,0.081356387,0,0,0,0,0
chr9_14987891_14990343_-,0,0,0.094186922,0.050969163,0,0
