,SRR5817025_2242-1_Hepa_Day_96,SRR5817026_2242-1_Hepa_Day_102,SRR5817027_2242-1_Hepa_Day_120,SRR5817028_2242-1_Hepa_Day_137,SRR5817029_2242-1_Hepa_Day_172,SRR5817030_2242-1_Hepa_Day_193,SRR5817031_2242-1_Hepa_Day_224,SRR5817032_2242-1_Hepa_Day_295,SRR5817033_2242-1_Hepa_Day_377,SRR5817034_2242-1_Hepa_Day_450,SRR5817035_2242-1_Hepa_Day_495,SRR5817036_8858-1_Hepa_Day_180,SRR5817037_8858-3_Hepa_Day_100,SRR5817038_8858-3_Hepa_Day_130,SRR5817039_8858-1_Thy1_Day_82,SRR5817040_8858-1_Thy1_Day_93,SRR5817041_8858-1_Thy1_Day_100,SRR5817042_8858-1_Thy1_Day_450,SRR5817043_2242-1_Thy1_Day_100,SRR5817044_2242-1_Thy1_Day_160,SRR5817045_2242-1_Thy1_Day_160b,SRR5817046_2242-1_Thy1_Day_250
chr13_35770001_35785316_+,0,0,0,0,0,0,0,0.045065565,0,0.094441307,0,0,0,0,0,0.056022254,0,0,0,0,0.030715292,0
chr13_35770001_35806756_+,0.042585239,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0,0.14160737,0,0.061430584,0
chr13_35782837_35785316_-,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107998842,0,0,0,0,0,0,0
chr13_36379836_36382457_-,0.02129262,0,0,0,0,0,0,0,0,0.094441307,0,0.085748265,0,0,0,0,0,0,0.047202457,0,0,0
chr13_36379836_36410278_+,0,0,0,0,0,0,0.029967626,0,0.02936657,0.094441307,0.027894449,0,0,0,0,0,0,0,0,0.335287669,0.092145876,0
chr13_36396866_36410278_-,0,0,0.017739548,0,0,0,0,0,0,0,0.139472243,0,0,0,0,0.028011127,0,0,0,0,0.061430584,0
chr13_36396866_36413313_+,0,0.06912825,0,0,0,0,0,0,0,0,0.111577795,0,0,0,0.053999421,0,0,0,0,0.167643835,0.030715292,0
chr13_40268771_40301685_-,0.042585239,0,0,0,0.022222874,0,0.029967626,0.022532783,0,0,0.027894449,0,0,0,0,0,0,0,0,0.167643835,0.122861168,0
chr13_40293373_40301685_+,0,0.11521375,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0.08403338,0,0.030149039,0.047202457,0,0,0
chr13_41826781_41835011_+,0,0.092171,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_41826781_41835051_-,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090447117,0,0,0.030715292,0
chr13_41890982_41894960_+,0,0.02304275,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0.061430584,0
chr13_41890982_41910892_+,0.02129262,0.11521375,0.106437288,0,0.022222874,0,0.029967626,0.022532783,0,0.094441307,0,0,0.595012221,0,0,0.056022254,0,0.030149039,0.094404913,0,0.092145876,0
chr13_41892942_41902979_-,0,0,0,0.109782354,0,0,0,0,0,0,0.027894449,0.042874133,0,0,0,0.028011127,0,0.030149039,0,0,0,0
chr13_41892942_41905505_+,0,0,0,0,0,0,0,0.067598348,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr13_41892942_41910892_+,0.106463098,0.092171,0,0.027445589,0,0.0262985,0.059935253,0,0.058733141,0,0,0,0.148753055,0,0,0.028011127,0,0.090447117,0.377619654,0.167643835,0.49144467,0
chr13_42335264_42407667_-,0,0,0.035479096,0,0,0,0,0,0.088099711,0,0,0,0,0,0,0.056022254,0,0.030149039,0,0,0,0
chr13_42352121_42393522_-,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0,0
chr13_42352121_42407667_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0.08403338,0,0,0,0,0,0
chr13_42439872_42461497_+,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr13_42439872_42465723_-,0,0.0460855,0,0,0,0,0.149838131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_42869831_42882745_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227514617,0,0,0,0.030149039,0,0,0.092145876,0
chr13_43798189_43843713_-,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr13_45578440_45589731_-,0,0,0.017739548,0,0,0,0,0.045065565,0,0,0,0,0,0,0,0.028011127,0,0,0,0,0,0
chr13_45578440_45594563_-,0,0,0,0.082336766,0,0,0.029967626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_46090278_46104915_-,0,0.02304275,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_46549418_46563232_+,0,0,0,0,0,0.0262985,0,0.112663913,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr13_46549418_46619648_-,0,0.06912825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr13_46559432_46594692_-,0,0.11521375,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0.061430584,0
chr13_46562922_46594692_+,0,0.02304275,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.030715292,0
chr13_46577274_46594692_+,0,0.06912825,0,0.027445589,0,0,0.179805758,0,0.02936657,0,0,0,0.446259166,0,0,0,0,0.060298078,0,0,0,0
chr13_46577274_46619648_-,0,0.0460855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0.030715292,0
chr13_46584483_46594692_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0.030715292,0
chr13_48651289_48660588_-,0,0.06912825,0,0,0,0,0,0,0,0.188882615,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr13_48651289_48664554_-,0,0.0460855,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_48827944_48835457_-,0,0,0.017739548,0,0,0.157791002,0,0.067598348,0,0,0.027894449,0,0,0,0,0,0,0,0.047202457,0,0.030715292,0
chr13_48830313_48832372_+,0,0,0,0,0,0,0.059935253,0,0,0,0,0,0,0,0,0.08403338,0,0,0,0,0,0
chr13_49649425_49720071_-,0,0.02304275,0,0,0,0,0,0.045065565,0,0.094441307,0.027894449,0,0,0,0,0.08403338,0,0,0,0,0,0
chr13_49719914_49749677_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0.502931504,0.061430584,0
chr13_49741380_49749677_+,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0.08403338,0,0,0.047202457,0,0.092145876,0
chr13_49742749_49752790_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr13_49771013_49772710_-,0.063877859,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0.053999421,0,0,0,0.14160737,0,0.030715292,0
chr13_51941941_51953708_-,0,0,0.053218644,0,0,0,0,0,0,0,0.027894449,0,0.148753055,0,0,0.028011127,0,0.030149039,0,0,0.061430584,0
chr13_52971367_52976816_+,0,0.11521375,0,0,0,0,0,0,0.02936657,0,0.027894449,0,0,0,0,0,0,0,0,0,0,0
chr13_52992127_53001354_-,0,0,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0,0.028011127,0,0.030149039,0,0,0,0
chr13_53035034_53039600_-,0,0.02304275,0,0,0.155560115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122861168,0
chr13_53196124_53211581_-,0,0,0,0,0.044445747,0.0262985,0,0,0.02936657,0,0,0,0,0,0,0,0,0.030149039,0,0,0.030715292,0
chr13_61013822_61041513_-,0,0,0.017739548,0,0.044445747,0,0.089902879,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.061430584,0
chr13_61013822_61060082_-,0.02129262,0,0.017739548,0.054891177,0,0,0.119870505,0,0,0,0.055788897,0,0,0,0,0,0,0,0,0,0,0
chr13_61013822_61068709_-,0.042585239,0.1382565,0.053218644,0.109782354,0.155560115,0.052597001,0.029967626,0.045065565,0.176199423,0.094441307,0.139472243,0.128622398,0.29750611,0,0,0,0,0.060298078,0.14160737,0,0.061430584,0
chr13_61013822_61084889_+,0.042585239,0.02304275,0.017739548,0,0,0,0,0.112663913,0,0.094441307,0.083683346,0.042874133,0,0,0,0,0,0.030149039,0.14160737,0,0.061430584,0
chr13_61013822_61109367_-,0.02129262,0.02304275,0.070958192,0,0.022222874,0.052597001,0.029967626,0.022532783,0.088099711,0.188882615,0.027894449,0.042874133,0.148753055,0,0,0,0,0,0.14160737,0,0,0
chr13_61018817_61068709_+,0,0,0,0.027445589,0,0.052597001,0,0.022532783,0,0,0,0,0,0,0,0,0,0.030149039,0,0,0.092145876,0
chr13_61018817_61084889_+,0,0.02304275,0.017739548,0,0,0.0262985,0,0,0,0,0.055788897,0,0,0,0,0,0,0,0,0,0,0
chr13_61041372_61060082_+,0,0,0,0,0.022222874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr13_61057909_61109367_+,0,0,0,0,0.066668621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.030715292,0
chr13_72131156_72147144_-,0,0,0,0,0,0.105194001,0.029967626,0,0,0,0,0,0,1.3650877,0,0,0,0,0,0,0,0
chr13_72131156_72147705_+,0,0.06912825,0.08869774,0,0,0.105194001,0.089902879,0.022532783,0,0.094441307,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr13_72131156_72256042_-,0,0.11521375,0.26609322,0,0,0,0,0.045065565,0.02936657,0,0.055788897,0.042874133,0,0,0,0.140055634,0,0,0,0,0,0
chr13_73342923_73351631_-,0,0,0,0,0.044445747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr13_73347822_73352518_+,0,0.02304275,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0.420166902,0,0,0,0,0,0
chr13_73428195_73514072_+,0,0,0,0.164673531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0.092145876,0
chr13_74339075_74420510_-,0,0,0.035479096,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_74387289_74420510_+,0.02129262,0,0.070958192,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr13_74387289_74518207_-,0,0,0,0,0,0,0,0.045065565,0,0,0,0,0,0,0,0,0,0.060298078,0,0,0,0
chr13_74387289_74569190_-,0,0.1382565,0,0,0,0,0.029967626,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr13_74419964_74420510_-,0,0,0,0,0,0,0,0.022532783,0,0,0,0.085748265,0,0,0,0,0,0,0,0,0,0
chr13_77589544_77595996_-,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0.061430584,0
chr13_77655562_77661768_-,0,0,0,0,0,0,0.059935253,0,0,0,0,0,0.29750611,0,0,0.028011127,0,0,0,0,0.368583503,0
chr13_77779391_77818086_+,0,0,0.035479096,0,0.066668621,0,0,0,0,0.094441307,0.027894449,0,0,0,0,0,0,0.030149039,0,0,0,0
chr13_77791975_77818086_+,0,0,0,0,0.155560115,0.0262985,0,0,0,0,0,0,0,0,0,0.056022254,0,0.060298078,0,0,0.061430584,0
chr13_77798586_77818086_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0,0,0,0
chr13_77817194_77862511_+,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0.323996527,0,0,0,0,0,0,0.10264722
chr13_77817194_77870809_+,0.02129262,0,0,0.027445589,0.044445747,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0.030149039,0,0,0.061430584,0
chr13_77825286_77862511_+,0,0.02304275,0,0,0.044445747,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0.030149039,0,0,0,0
chr13_77825286_77870809_-,0,0.092171,0.106437288,0.658694126,0.111114368,0.0262985,0.089902879,0,0.02936657,0,0,0,0.148753055,0,0.053999421,0.140055634,0,0,0.28321474,0,0.430014086,0
chr13_77831806_77870809_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.061430584,0
chr13_77852893_77870809_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0.128622398,0,0,0,0,0,0,0,0,0.030715292,0
chr13_78293667_78293806_-,0,0,0,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0.061430584,0
chr13_78293667_78320990_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236012284,0,0.399298794,0
chr13_78293667_78327493_+,0,0.0460855,0.17739548,0.082336766,0.044445747,0,0.149838131,0.135196695,0,0,0,0,0.446259166,0,0.053999421,0,0.329079866,0.663278859,0.708036851,0.167643835,3.870126777,0.307941661
chr13_78318418_78320990_-,0,0,0,0,0,0.078895501,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0,0.167643835,0,0
chr13_79209245_79219132_+,0.02129262,0.1382565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13_79896484_79953042_+,0.02129262,0,0,0,0,0,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr13_79908479_79953042_-,0,0,0.017739548,0,0,0,0,0,0.117466282,0,0,0,0,0,0,0,0,0,0.094404913,0,0.061430584,0
chr13_79915258_79918929_+,0,0,0,0,0,0.0262985,0,0,0.02936657,0,0,0,0,0,0,0.028011127,0,0.060298078,0.14160737,0,0.307152919,0
chr13_79915258_79953042_-,0,0.0460855,0.035479096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0.047202457,0,0.061430584,0
chr13_79928574_79953042_-,0.02129262,0.0460855,0,0,0,0,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0,0,0,0
chr13_79932409_79946065_+,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0.027894449,0,0.29750611,0,0,0,0,0,0.094404913,0,0.368583503,0.307941661
chr13_79932409_79953042_-,0,0.0460855,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0,0,0.167643835,0,0
chr13_79939713_79953042_-,0,0,0.035479096,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr13_79942865_79946065_+,0.063877859,0.02304275,0,0,0.044445747,0,0,0,0,0,0.027894449,0,0.29750611,0,0,0,0,0,0.094404913,0,0.030715292,0
chr13_79942865_79953042_-,0.042585239,0,0,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0.030149039,0,0,0,0
chr13_79945080_79946065_-,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr13_79951559_79979938_+,0,0,0,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0,0,0.061430584,0
chr13_96409898_96416207_+,0.127755717,0.25347025,0.070958192,0.38423824,0.288897357,0.052597001,0.089902879,0.09013113,0.234932563,0.188882615,0.167366692,0.042874133,0.29750611,0,0.269997106,0.056022254,0,0.060298078,0.28321474,0,0.307152919,0
chr13_96409898_96443630_+,0,0.02304275,0,0,0,0,0.059935253,0,0,0,0.027894449,0,0,0,0,0,0,0.060298078,0,0,0,0
chr13_96485181_96489456_-,0,0.02304275,0,0,0,0,0,0.045065565,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.030715292,0
chr13_96622366_96651561_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0.094404913,0,0.030715292,0
chr13_99056126_99064288_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094404913,0,0.030715292,0
chr13_99890681_99896878_-,0,0.02304275,0,0,0.044445747,0,0.029967626,0,0,0.094441307,0,0,0,0,0,0,0,0,0,0,0,0
chr14_102348498_102376027_+,0,0,0.230614124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr14_102356574_102376027_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107998842,0,0,0,0,0,0.030715292,0
chr14_102359337_102376027_+,0,0,0,0,0,0,0.119870505,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0,0
chr14_102368056_102372866_-,0,0,0.017739548,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0.280111268,0,0,0.094404913,0,0.092145876,0
chr14_102659800_102676199_+,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0.027894449,0,0,0,0,0,0,0,0.14160737,0,0,0
chr14_102661275_102664184_+,0,0,0.017739548,0,0,0,0,0,0,0.094441307,0.027894449,0,0,0,0,0,0,0,0.047202457,0,0.061430584,0
chr14_102661275_102676199_+,0.063877859,0,0.549925989,0,0,0.105194001,0.029967626,0,0.058733141,0,0.027894449,0.042874133,0.148753055,0,0,0,0,0.090447117,0.188809827,0.167643835,0.153576459,0
chr14_103336522_103342862_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030149039,0.094404913,0,0,0
chr14_103805103_103806140_+,0,0,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0.205294441
chr14_103865288_103871604_+,0,0,0,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0.028011127,0.329079866,0,0,0,0,0
chr14_103915256_103941547_-,0,0.06912825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092145876,0
chr14_19004157_19004327_+,0,0.02304275,0,0,0,0.052597001,0,0,0,0,0,0,0,0,0.053999421,0.112044507,0,0,0.14160737,0,0,0
chr14_21894287_21897494_+,0,0,0,0,0,0,0,0,0,0,0,0.042874133,0,0,0,0,0,0.060298078,0.047202457,0,0,0
chr14_21971316_21972024_-,0.106463098,0.02304275,0.053218644,0,0,0,0,0,0,0,0,0.085748265,0,0,0,0,0,0.030149039,0,0,0,0
chr14_23375404_23380612_+,0,0.02304275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0,0.094404913,0,0,0
chr14_23378692_23380612_+,0,0.0460855,0,0.027445589,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0,0,0,0.030715292,0
chr14_23495119_23495321_-,0,0,0,0,0,0,0,0,0.058733141,0,0.083683346,0,0,0,0,0,0,0,0,0,0,0
chr14_30093358_30105700_-,0,0,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr14_31380983_31425448_+,0,0.02304275,0.035479096,0,0,0,0,0,0,0.094441307,0.027894449,0,0,0,0,0.028011127,0,0,0.28321474,0,0,0
chr14_31388172_31425448_-,0,0,0,0.027445589,0,0.0262985,0,0,0.02936657,0,0,0,0,0,0,0.028011127,0,0,0,0,0.092145876,0
chr14_31404369_31425448_+,0.042585239,0.16129925,0.017739548,0.164673531,0.022222874,0.0262985,0,0.045065565,0,0.094441307,0.083683346,0.214370663,0,0,0,0,0,0.030149039,0.094404913,0,0.276437627,0
chr14_31416296_31425448_-,0,0,0,0,0,0,0.029967626,0,0,0,0,0.171496531,0,0,0,0,0,0.060298078,0,0,0.061430584,0
chr14_31581622_31583546_-,0,0,0.106437288,0,0,0.052597001,0,0.022532783,0.058733141,0,0,0,0.595012221,0,0,0,0,0,0,0,0,0
chr14_31585442_31641328_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335287669,0.030715292,0
chr14_31596991_31602881_-,0,0,0.035479096,0,0,0.0262985,0,0,0.058733141,0,0.027894449,0,0,0,0,0,0,0,0,0,0.030715292,0
chr14_31596991_31638674_+,0,0.0460855,0,0,0,0.0262985,0,0,0,0,0.027894449,0.214370663,0,0,0.053999421,0,0,0,0,0,0.092145876,0
chr14_31596991_31641328_-,0,0.02304275,0.053218644,0.082336766,0.177782989,0,0,0.022532783,0.02936657,0,0,0.042874133,0.892518331,0,0.161998264,0.056022254,0,0.060298078,0,0.335287669,0.49144467,0
chr14_31602444_31641328_-,0,0,0,0,0,0,0,0,0.02936657,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr14_31613317_31641328_-,0,0.06912825,0,0,0.222228736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14_31626046_31641328_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329079866,0,0.094404913,0,0.061430584,0
chr14_31795369_31817113_+,0,0.092171,0,0,0,0.0262985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14_32559708_32563592_+,0.106463098,0.16129925,0.230614124,0.19211912,0.222228736,0.0262985,0.089902879,0.045065565,0.146832852,0,0.083683346,0.085748265,1.041271386,0,0.215997685,0.280111268,0,0.301490391,0.28321474,0.167643835,0.399298794,0
chr14_32559708_32586493_-,0.255511435,0.11521375,0.17739548,0.329347063,0.377788851,0.052597001,0.179805758,0.18026226,0.293665704,0.188882615,0.19526114,0,0,0,0.053999421,0.028011127,0,0.120596156,0.236012284,0,0.184291751,0.10264722
chr14_33290608_33294021_-,0,0,0.08869774,0,0,0,0,0,0,0,0,0,0.148753055,0,0,0,0,0.090447117,0.094404913,0,0.030715292,0
chr14_33619516_33684793_-,0,0,0,0,0,0,0,0,0,0,0,0.085748265,0.148753055,0,0,0,0,0,0,0,0,0
chr14_33630146_33684632_+,0,0,0.070958192,0,0,0.0262985,0,0,0.058733141,0,0.027894449,0,0,0,0,0,0,0.030149039,0,0,0,0
chr14_33630146_34029416_-,0,0.11521375,0,0,0,0,0,0,0.058733141,0,0,0,0,0,0,0,0,0.090447117,0,0,0,0
chr14_33684388_33684793_+,0,0,0.106437288,0,0,0,0,0.022532783,0.02936657,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14_35044962_35078948_-,0,0,0.017739548,0,0.088891494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr14_35050767_35078948_+,0.02129262,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14160737,0,0,0
chr14_35055436_35078948_+,0,0,0,0.137227943,0,0,0,0,0,0.094441307,0,0,0,0,0,0,0,0,0.094404913,0,0,0
chr14_35261981_35331528_+,0,0,0.017739548,0,0,0.052597001,0,0.09013113,0,0,0,0,0.148753055,0,0.053999421,0,0,0.030149039,0,0,0,0
chr14_36039769_36143915_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.061430584,0
chr14_36039823_36185091_+,0,0,0,0.082336766,0,0,0,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr14_36064840_36097157_-,0.02129262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr14_36064840_36104804_+,0,0.02304275,0.035479096,0,0,0,0,0.045065565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14_36094567_36097157_+,0,0,0,0,0,0,0,0,0.02936657,0,0.027894449,0.085748265,0,0,0,0,0,0,0,0,0,0
chr14_36103780_36143915_+,0,0.02304275,0.035479096,0.082336766,0,0.0262985,0,0.022532783,0.02936657,0,0,0,0,0,0,0,0,0.060298078,0,0,0.061430584,0
chr14_36121011_36143915_-,0,0,0,0,0,0,0,0.022532783,0.058733141,0,0,0,0,0,0,0.028011127,0.329079866,0.030149039,0,0,0.122861168,0
chr14_36121011_36194359_+,0,0,0.070958192,0,0,0,0,0.045065565,0,0,0,0.042874133,0,0,0,0,0,0.030149039,0,0,0.061430584,0
chr14_36133848_36194359_-,0.02129262,0,0.017739548,0,0,0.0262985,0,0.022532783,0.02936657,0,0,0.042874133,0,0,0,0,0,0.030149039,0,0,0.122861168,0
chr14_36190894_36194359_+,0,0,0,0,0,0,0.059935253,0,0,0,0,0,0,0,0,0.056022254,0,0,0,0,0,0
chr14_36190894_36231959_-,0,0,0.017739548,0,0.111114368,0,0,0,0,0,0,0,0,0.227514617,0,0,0,0,0,0.167643835,0,0
chr14_36217791_36230212_-,0.063877859,0.11521375,0,0.219564709,0.31112023,0.078895501,0.119870505,0.270393391,0.058733141,0,0.027894449,0.042874133,0.148753055,0,0,0,0,0,0,0,0.061430584,0
chr14_38218144_38266152_+,0,0.092171,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14_39648295_39648666_+,0.02129262,0.06912825,0.035479096,0,0,0.078895501,0,0,0,0,0.027894449,0.042874133,0.148753055,0,0.053999421,0.028011127,0,0.060298078,0.14160737,0.335287669,0.092145876,0
chr14_45464949_45481278_+,0,0.16129925,0.017739548,0,0,0,0,0,0.02936657,0,0.027894449,0,0,0,0,0.028011127,0,0.120596156,0,0.167643835,0.122861168,0
chr14_45478116_45501579_+,0,0.0460855,0,0,0,0,0,0.022532783,0,0,0,0,0,0,0,0.028011127,0,0,0.047202457,0,0.122861168,0
chr14_45478116_45523752_+,0,0,0,0,0,0,0,0,0,0.094441307,0.027894449,0,0,0,0,0.08403338,0,0,0.047202457,0,0,0
chr14_45481178_45523752_+,0,0.06912825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030715292,0
chr14_45587231_45599993_+,0.063877859,0.25347025,0.603144633,0,0.022222874,0,0.029967626,0,0,0,0.055788897,0.214370663,0.29750611,0,0.053999421,0.224089014,0,0.030149039,0.188809827,0.335287669,0.583590546,0.205294441
chr14_45639792_45658565_+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485994791,0,0,0,0,0,0.061430584,0
chr14_45644274_45646179_-,0,0.02304275,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061430584,0
chr14_47389215_47504507_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028011127,0,0.060298078,0,0,0,0
chr14_50175877_50210523_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0.061430584,0
chr14_50255864_50298079_-,0,0.02304275,0,0,0.022222874,0.0262985,0,0,0,0,0,0,0.148753055,0,0,0,0,0.030149039,0.047202457,0,0.061430584,0
chr14_50262509_50296144_-,0.02129262,0,0,0,0.066668621,0.105194001,0,0,0,0,0,0,0,0,0,0.112044507,0,0,0,0,0.061430584,0
chr14_50262509_50298079_+,0.02129262,0.11521375,0.461228249,0.548911771,0,0.0262985,0,0.292926173,0.058733141,0,0.139472243,0.214370663,0,0,0.161998264,0.140055634,0,0.090447117,0.236012284,0.335287669,0.706451713,0.10264722
chr14_50266193_50296144_+,0.063877859,0,0,0,0,0,0.029967626,0,0.02936657,0,0.083683346,0,0,0,0,0,0,0.120596156,0.047202457,0.502931504,0.030715292,0
chr14_50266193_50298079_-,0.063877859,0,0.443488701,0,0,0,0,0,0.02936657,0.094441307,0.083683346,0,0.148753055,0,0.053999421,0.644255916,0,0,0.42482211,0,0.829312881,0
chr14_50292585_50296144_+,0,0,0,0,0,0,0,0,0,0,0,0.214370663,0.148753055,0,0,0,0,0,0,0,0,0
chr14_50292585_50298079_-,0.191633576,0.06912825,0.549925989,0.054891177,0.177782989,0.0262985,0.029967626,0.045065565,0.381765415,0,0.027894449,0.385867194,0,0,0.323996527,0.336133522,0,0,0.094404913,0,1.320757551,0
chr14_50596679_50612314_+,0,0,0.017739548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502931504,0,0
chr14_50616726_50616948_+,0,0,0.053218644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047202457,0,0,0
chr14_50616726_50619891_-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112044507,0,0,0,0,0,0.10264722
